remap_id,compatibility,compatibility_cluster_command,compatibility_surface,normalized_command,normalized_cluster_sblr,sblr_route,source_search_key,compatibility_isolation,downstream_phase,cross_node_distributed_query_marker,provider_api_boundary,cluster_provider_boundary_status,disabled_behavior,enabled_stub_behavior,private_provider_behavior,refusal_policy,route_status,sblr_proof_id,cluster_proof_gate,local_query_authority_policy,parser_authority_policy,compatibility_authority_policy,test_destination,proof_gate,status,notes
FPR-P2-CLUSTER-00069,opensearch,opensearch_sql_ppl.cluster.post,opensearch_sql_ppl.cluster.post,cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,project/src/parsers/compatibility/opensearch_sql_ppl/opensearch_sql_ppl_dialect.cpp#kPatterns:opensearch_sql_ppl.cluster.post,own_compatibility_surface_only,FPR-P2,not_cluster_query,cluster.start_job,provider_routed_public_boundary_manifested,functionality_unsupported;kClusterSupportNotEnabledCode;unsupported_feature=cluster.provider;no_provider_call;fail_closed,functionality_unlicensed;kClusterHandshakeStubCompileLinkOnlyCode;unsupported_feature=cluster.provider.stub;public_compile_link_boundary_only;no_cluster_authority_or_production_behavior,private_internal_provider_required;provider_api_boundary=cluster.start_job;no_private_source_or_implementation_detail,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,provider_boundary_route_required,FSE-P7-PROOF-00005,sblr_surface_fse_p7_execution_proof_gate,query.plan_operation_never_cluster_authority;local_query_sblr_remains_local_engine_authority,parser_emits_normalized_cluster_sblr_only;parser_execution_storage_finality_authority_forbidden,compatibility_cluster_execution_storage_transaction_finality_authority_forbidden,project/tests/compatibility_sql_parser_first_tranche/parser_remap_cluster_route_gate.py,parser_remap_cluster_route_gate,p2_cluster_route_remap_verified,row-level compatibility cluster surface remap preserves provider boundary compile policy and compatibility parser isolation;private provider implementation detail is not recorded
FPR-P2-CLUSTER-00070,opensearch,builtin_function_surface:rest_dsl,builtin_function_surface:rest_dsl,cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,project/src/parsers/compatibility/opensearch_sql_ppl/opensearch_sql_ppl_dialect.cpp#kBuiltinSurfaces:rest_dsl,own_compatibility_surface_only,FPR-P2,not_cluster_query,cluster.start_job,provider_routed_public_boundary_manifested,functionality_unsupported;kClusterSupportNotEnabledCode;unsupported_feature=cluster.provider;no_provider_call;fail_closed,functionality_unlicensed;kClusterHandshakeStubCompileLinkOnlyCode;unsupported_feature=cluster.provider.stub;public_compile_link_boundary_only;no_cluster_authority_or_production_behavior,private_internal_provider_required;provider_api_boundary=cluster.start_job;no_private_source_or_implementation_detail,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,provider_boundary_route_required,FSE-P7-PROOF-00005,sblr_surface_fse_p7_execution_proof_gate,query.plan_operation_never_cluster_authority;local_query_sblr_remains_local_engine_authority,parser_emits_normalized_cluster_sblr_only;parser_execution_storage_finality_authority_forbidden,compatibility_cluster_execution_storage_transaction_finality_authority_forbidden,project/tests/compatibility_sql_parser_first_tranche/parser_remap_cluster_route_gate.py,parser_remap_cluster_route_gate,p2_cluster_route_remap_verified,row-level compatibility cluster surface remap preserves provider boundary compile policy and compatibility parser isolation;private provider implementation detail is not recorded
FPR-P2-CLUSTER-00071,opensearch,catalog_overlay_surface:stats,catalog_overlay_surface:stats,cluster.admin.inspect_status,sblr.cluster.report.v3:cluster.admin.inspect_status,sblr.cluster.report.v3:cluster.admin.inspect_status,project/src/parsers/compatibility/opensearch_sql_ppl/opensearch_sql_ppl_dialect.cpp#kCatalogSurfaces:stats,own_compatibility_surface_only,FPR-P2,not_cluster_query,cluster.inspect_state,provider_routed_public_boundary_manifested,functionality_unsupported;kClusterSupportNotEnabledCode;unsupported_feature=cluster.provider;no_provider_call;fail_closed,functionality_unlicensed;kClusterHandshakeStubCompileLinkOnlyCode;unsupported_feature=cluster.provider.stub;public_compile_link_boundary_only;no_cluster_authority_or_production_behavior,private_internal_provider_required;provider_api_boundary=cluster.inspect_state;no_private_source_or_implementation_detail,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,provider_boundary_route_required,FSE-P7-PROOF-00001,sblr_surface_fse_p7_execution_proof_gate,query.plan_operation_never_cluster_authority;local_query_sblr_remains_local_engine_authority,parser_emits_normalized_cluster_sblr_only;parser_execution_storage_finality_authority_forbidden,compatibility_cluster_execution_storage_transaction_finality_authority_forbidden,project/tests/compatibility_sql_parser_first_tranche/parser_remap_cluster_route_gate.py,parser_remap_cluster_route_gate,p2_cluster_route_remap_verified,row-level compatibility cluster surface remap preserves provider boundary compile policy and compatibility parser isolation;private provider implementation detail is not recorded
FPR-P2-CLUSTER-00072,postgresql,postgresql.replication.publication.create,postgresql.replication.publication.create,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kPatterns:postgresql.replication.publication.create,own_compatibility_surface_only,FPR-P2,not_cluster_query,cluster.inspect_replication,provider_routed_public_boundary_manifested,functionality_unsupported;kClusterSupportNotEnabledCode;unsupported_feature=cluster.provider;no_provider_call;fail_closed,functionality_unlicensed;kClusterHandshakeStubCompileLinkOnlyCode;unsupported_feature=cluster.provider.stub;public_compile_link_boundary_only;no_cluster_authority_or_production_behavior,private_internal_provider_required;provider_api_boundary=cluster.inspect_replication;no_private_source_or_implementation_detail,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,provider_boundary_route_required,FSE-P7-PROOF-00036,sblr_surface_fse_p7_execution_proof_gate,query.plan_operation_never_cluster_authority;local_query_sblr_remains_local_engine_authority,parser_emits_normalized_cluster_sblr_only;parser_execution_storage_finality_authority_forbidden,compatibility_cluster_execution_storage_transaction_finality_authority_forbidden,project/tests/compatibility_sql_parser_first_tranche/parser_remap_cluster_route_gate.py,parser_remap_cluster_route_gate,p2_cluster_route_remap_verified,row-level compatibility cluster surface remap preserves provider boundary compile policy and compatibility parser isolation;private provider implementation detail is not recorded
FPR-P2-CLUSTER-00073,postgresql,postgresql.replication.subscription.create,postgresql.replication.subscription.create,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kPatterns:postgresql.replication.subscription.create,own_compatibility_surface_only,FPR-P2,not_cluster_query,cluster.inspect_replication,provider_routed_public_boundary_manifested,functionality_unsupported;kClusterSupportNotEnabledCode;unsupported_feature=cluster.provider;no_provider_call;fail_closed,functionality_unlicensed;kClusterHandshakeStubCompileLinkOnlyCode;unsupported_feature=cluster.provider.stub;public_compile_link_boundary_only;no_cluster_authority_or_production_behavior,private_internal_provider_required;provider_api_boundary=cluster.inspect_replication;no_private_source_or_implementation_detail,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,provider_boundary_route_required,FSE-P7-PROOF-00036,sblr_surface_fse_p7_execution_proof_gate,query.plan_operation_never_cluster_authority;local_query_sblr_remains_local_engine_authority,parser_emits_normalized_cluster_sblr_only;parser_execution_storage_finality_authority_forbidden,compatibility_cluster_execution_storage_transaction_finality_authority_forbidden,project/tests/compatibility_sql_parser_first_tranche/parser_remap_cluster_route_gate.py,parser_remap_cluster_route_gate,p2_cluster_route_remap_verified,row-level compatibility cluster surface remap preserves provider boundary compile policy and compatibility parser isolation;private provider implementation detail is not recorded
FPR-P2-CLUSTER-00074,postgresql,postgresql.replication.subscription.alter,postgresql.replication.subscription.alter,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kPatterns:postgresql.replication.subscription.alter,own_compatibility_surface_only,FPR-P2,not_cluster_query,cluster.inspect_replication,provider_routed_public_boundary_manifested,functionality_unsupported;kClusterSupportNotEnabledCode;unsupported_feature=cluster.provider;no_provider_call;fail_closed,functionality_unlicensed;kClusterHandshakeStubCompileLinkOnlyCode;unsupported_feature=cluster.provider.stub;public_compile_link_boundary_only;no_cluster_authority_or_production_behavior,private_internal_provider_required;provider_api_boundary=cluster.inspect_replication;no_private_source_or_implementation_detail,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,provider_boundary_route_required,FSE-P7-PROOF-00036,sblr_surface_fse_p7_execution_proof_gate,query.plan_operation_never_cluster_authority;local_query_sblr_remains_local_engine_authority,parser_emits_normalized_cluster_sblr_only;parser_execution_storage_finality_authority_forbidden,compatibility_cluster_execution_storage_transaction_finality_authority_forbidden,project/tests/compatibility_sql_parser_first_tranche/parser_remap_cluster_route_gate.py,parser_remap_cluster_route_gate,p2_cluster_route_remap_verified,row-level compatibility cluster surface remap preserves provider boundary compile policy and compatibility parser isolation;private provider implementation detail is not recorded
FPR-P2-CLUSTER-00075,postgresql,postgresql.replication.subscription.drop,postgresql.replication.subscription.drop,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kPatterns:postgresql.replication.subscription.drop,own_compatibility_surface_only,FPR-P2,not_cluster_query,cluster.inspect_replication,provider_routed_public_boundary_manifested,functionality_unsupported;kClusterSupportNotEnabledCode;unsupported_feature=cluster.provider;no_provider_call;fail_closed,functionality_unlicensed;kClusterHandshakeStubCompileLinkOnlyCode;unsupported_feature=cluster.provider.stub;public_compile_link_boundary_only;no_cluster_authority_or_production_behavior,private_internal_provider_required;provider_api_boundary=cluster.inspect_replication;no_private_source_or_implementation_detail,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,provider_boundary_route_required,FSE-P7-PROOF-00036,sblr_surface_fse_p7_execution_proof_gate,query.plan_operation_never_cluster_authority;local_query_sblr_remains_local_engine_authority,parser_emits_normalized_cluster_sblr_only;parser_execution_storage_finality_authority_forbidden,compatibility_cluster_execution_storage_transaction_finality_authority_forbidden,project/tests/compatibility_sql_parser_first_tranche/parser_remap_cluster_route_gate.py,parser_remap_cluster_route_gate,p2_cluster_route_remap_verified,row-level compatibility cluster surface remap preserves provider boundary compile policy and compatibility parser isolation;private provider implementation detail is not recorded
FPR-P2-CLUSTER-00076,postgresql,postgresql.maintenance.cluster,postgresql.maintenance.cluster,cluster.admin.run_maintenance,sblr.cluster.control.v3:cluster.admin.run_maintenance,sblr.cluster.control.v3:cluster.admin.run_maintenance,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kPatterns:postgresql.maintenance.cluster,own_compatibility_surface_only,FPR-P2,not_cluster_query,cluster.run_maintenance,provider_routed_public_boundary_manifested,functionality_unsupported;kClusterSupportNotEnabledCode;unsupported_feature=cluster.provider;no_provider_call;fail_closed,functionality_unlicensed;kClusterHandshakeStubCompileLinkOnlyCode;unsupported_feature=cluster.provider.stub;public_compile_link_boundary_only;no_cluster_authority_or_production_behavior,private_internal_provider_required;provider_api_boundary=cluster.run_maintenance;no_private_source_or_implementation_detail,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,provider_boundary_route_required,FSE-P7-PROOF-00003,sblr_surface_fse_p7_execution_proof_gate,query.plan_operation_never_cluster_authority;local_query_sblr_remains_local_engine_authority,parser_emits_normalized_cluster_sblr_only;parser_execution_storage_finality_authority_forbidden,compatibility_cluster_execution_storage_transaction_finality_authority_forbidden,project/tests/compatibility_sql_parser_first_tranche/parser_remap_cluster_route_gate.py,parser_remap_cluster_route_gate,p2_cluster_route_remap_verified,row-level compatibility cluster surface remap preserves provider boundary compile policy and compatibility parser isolation;private provider implementation detail is not recorded
FPR-P2-CLUSTER-00077,postgresql,catalog_overlay_surface:replication,catalog_overlay_surface:replication,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kCatalogSurfaces:replication,own_compatibility_surface_only,FPR-P2,not_cluster_query,cluster.inspect_replication,provider_routed_public_boundary_manifested,functionality_unsupported;kClusterSupportNotEnabledCode;unsupported_feature=cluster.provider;no_provider_call;fail_closed,functionality_unlicensed;kClusterHandshakeStubCompileLinkOnlyCode;unsupported_feature=cluster.provider.stub;public_compile_link_boundary_only;no_cluster_authority_or_production_behavior,private_internal_provider_required;provider_api_boundary=cluster.inspect_replication;no_private_source_or_implementation_detail,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,provider_boundary_route_required,FSE-P7-PROOF-00036,sblr_surface_fse_p7_execution_proof_gate,query.plan_operation_never_cluster_authority;local_query_sblr_remains_local_engine_authority,parser_emits_normalized_cluster_sblr_only;parser_execution_storage_finality_authority_forbidden,compatibility_cluster_execution_storage_transaction_finality_authority_forbidden,project/tests/compatibility_sql_parser_first_tranche/parser_remap_cluster_route_gate.py,parser_remap_cluster_route_gate,p2_cluster_route_remap_verified,row-level compatibility cluster surface remap preserves provider boundary compile policy and compatibility parser isolation;private provider implementation detail is not recorded
FPR-P2-CLUSTER-00078,postgresql,diagnostic_surface:replication,diagnostic_surface:replication,cluster.metrics.snapshot,sblr.cluster.report.v3:cluster.metrics.snapshot,sblr.cluster.report.v3:cluster.metrics.snapshot,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kDiagnosticSurfaces:replication,own_compatibility_surface_only,FPR-P2,not_cluster_query,cluster.inspect_state,provider_routed_public_boundary_manifested,functionality_unsupported;kClusterSupportNotEnabledCode;unsupported_feature=cluster.provider;no_provider_call;fail_closed,functionality_unlicensed;kClusterHandshakeStubCompileLinkOnlyCode;unsupported_feature=cluster.provider.stub;public_compile_link_boundary_only;no_cluster_authority_or_production_behavior,private_internal_provider_required;provider_api_boundary=cluster.inspect_state;no_private_source_or_implementation_detail,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,provider_boundary_route_required,FSE-P7-PROOF-00010,sblr_surface_fse_p7_execution_proof_gate,query.plan_operation_never_cluster_authority;local_query_sblr_remains_local_engine_authority,parser_emits_normalized_cluster_sblr_only;parser_execution_storage_finality_authority_forbidden,compatibility_cluster_execution_storage_transaction_finality_authority_forbidden,project/tests/compatibility_sql_parser_first_tranche/parser_remap_cluster_route_gate.py,parser_remap_cluster_route_gate,p2_cluster_route_remap_verified,row-level compatibility cluster surface remap preserves provider boundary compile policy and compatibility parser isolation;private provider implementation detail is not recorded
FPR-P2-CLUSTER-00079,redis,redis.cluster.command,redis.cluster.command,cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,project/src/parsers/compatibility/redis/redis_dialect.cpp#kPatterns:redis.cluster.command,own_compatibility_surface_only,FPR-P2,not_cluster_query,cluster.start_job,provider_routed_public_boundary_manifested,functionality_unsupported;kClusterSupportNotEnabledCode;unsupported_feature=cluster.provider;no_provider_call;fail_closed,functionality_unlicensed;kClusterHandshakeStubCompileLinkOnlyCode;unsupported_feature=cluster.provider.stub;public_compile_link_boundary_only;no_cluster_authority_or_production_behavior,private_internal_provider_required;provider_api_boundary=cluster.start_job;no_private_source_or_implementation_detail,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,provider_boundary_route_required,FSE-P7-PROOF-00005,sblr_surface_fse_p7_execution_proof_gate,query.plan_operation_never_cluster_authority;local_query_sblr_remains_local_engine_authority,parser_emits_normalized_cluster_sblr_only;parser_execution_storage_finality_authority_forbidden,compatibility_cluster_execution_storage_transaction_finality_authority_forbidden,project/tests/compatibility_sql_parser_first_tranche/parser_remap_cluster_route_gate.py,parser_remap_cluster_route_gate,p2_cluster_route_remap_verified,row-level compatibility cluster surface remap preserves provider boundary compile policy and compatibility parser isolation;private provider implementation detail is not recorded
FPR-P2-CLUSTER-00080,redis,redis.replication.replicaof,redis.replication.replicaof,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,project/src/parsers/compatibility/redis/redis_dialect.cpp#kPatterns:redis.replication.replicaof,own_compatibility_surface_only,FPR-P2,not_cluster_query,cluster.inspect_replication,provider_routed_public_boundary_manifested,functionality_unsupported;kClusterSupportNotEnabledCode;unsupported_feature=cluster.provider;no_provider_call;fail_closed,functionality_unlicensed;kClusterHandshakeStubCompileLinkOnlyCode;unsupported_feature=cluster.provider.stub;public_compile_link_boundary_only;no_cluster_authority_or_production_behavior,private_internal_provider_required;provider_api_boundary=cluster.inspect_replication;no_private_source_or_implementation_detail,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,provider_boundary_route_required,FSE-P7-PROOF-00036,sblr_surface_fse_p7_execution_proof_gate,query.plan_operation_never_cluster_authority;local_query_sblr_remains_local_engine_authority,parser_emits_normalized_cluster_sblr_only;parser_execution_storage_finality_authority_forbidden,compatibility_cluster_execution_storage_transaction_finality_authority_forbidden,project/tests/compatibility_sql_parser_first_tranche/parser_remap_cluster_route_gate.py,parser_remap_cluster_route_gate,p2_cluster_route_remap_verified,row-level compatibility cluster surface remap preserves provider boundary compile policy and compatibility parser isolation;private provider implementation detail is not recorded
FPR-P2-CLUSTER-00081,redis,redis.replication.slaveof,redis.replication.slaveof,cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,sblr.replication.consumer.v3:cluster.replication.consume_cluster_event,project/src/parsers/compatibility/redis/redis_dialect.cpp#kPatterns:redis.replication.slaveof,own_compatibility_surface_only,FPR-P2,not_cluster_query,cluster.inspect_replication,provider_routed_public_boundary_manifested,functionality_unsupported;kClusterSupportNotEnabledCode;unsupported_feature=cluster.provider;no_provider_call;fail_closed,functionality_unlicensed;kClusterHandshakeStubCompileLinkOnlyCode;unsupported_feature=cluster.provider.stub;public_compile_link_boundary_only;no_cluster_authority_or_production_behavior,private_internal_provider_required;provider_api_boundary=cluster.inspect_replication;no_private_source_or_implementation_detail,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,provider_boundary_route_required,FSE-P7-PROOF-00036,sblr_surface_fse_p7_execution_proof_gate,query.plan_operation_never_cluster_authority;local_query_sblr_remains_local_engine_authority,parser_emits_normalized_cluster_sblr_only;parser_execution_storage_finality_authority_forbidden,compatibility_cluster_execution_storage_transaction_finality_authority_forbidden,project/tests/compatibility_sql_parser_first_tranche/parser_remap_cluster_route_gate.py,parser_remap_cluster_route_gate,p2_cluster_route_remap_verified,row-level compatibility cluster surface remap preserves provider boundary compile policy and compatibility parser isolation;private provider implementation detail is not recorded
FPR-P2-CLUSTER-00082,redis,catalog_overlay_surface:cluster,catalog_overlay_surface:cluster,cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,sblr.cluster.control.v3:cluster.job.start_controlled,project/src/parsers/compatibility/redis/redis_dialect.cpp#kCatalogSurfaces:cluster,own_compatibility_surface_only,FPR-P2,not_cluster_query,cluster.start_job,provider_routed_public_boundary_manifested,functionality_unsupported;kClusterSupportNotEnabledCode;unsupported_feature=cluster.provider;no_provider_call;fail_closed,functionality_unlicensed;kClusterHandshakeStubCompileLinkOnlyCode;unsupported_feature=cluster.provider.stub;public_compile_link_boundary_only;no_cluster_authority_or_production_behavior,private_internal_provider_required;provider_api_boundary=cluster.start_job;no_private_source_or_implementation_detail,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,provider_boundary_route_required,FSE-P7-PROOF-00005,sblr_surface_fse_p7_execution_proof_gate,query.plan_operation_never_cluster_authority;local_query_sblr_remains_local_engine_authority,parser_emits_normalized_cluster_sblr_only;parser_execution_storage_finality_authority_forbidden,compatibility_cluster_execution_storage_transaction_finality_authority_forbidden,project/tests/compatibility_sql_parser_first_tranche/parser_remap_cluster_route_gate.py,parser_remap_cluster_route_gate,p2_cluster_route_remap_verified,row-level compatibility cluster surface remap preserves provider boundary compile policy and compatibility parser isolation;private provider implementation detail is not recorded
FPR-P2-CLUSTER-00083,tidb,tidb.placement.split_table,tidb.placement.split_table,cluster.security.validate_policy_version,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,project/src/parsers/compatibility/tidb/tidb_dialect.cpp#kPatterns:tidb.placement.split_table,own_compatibility_surface_only,FPR-P2,not_cluster_query,cluster.validate_policy_version,provider_routed_public_boundary_manifested,functionality_unsupported;kClusterSupportNotEnabledCode;unsupported_feature=cluster.provider;no_provider_call;fail_closed,functionality_unlicensed;kClusterHandshakeStubCompileLinkOnlyCode;unsupported_feature=cluster.provider.stub;public_compile_link_boundary_only;no_cluster_authority_or_production_behavior,private_internal_provider_required;provider_api_boundary=cluster.validate_policy_version;no_private_source_or_implementation_detail,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,provider_boundary_route_required,FSE-P7-PROOF-00045,sblr_surface_fse_p7_execution_proof_gate,query.plan_operation_never_cluster_authority;local_query_sblr_remains_local_engine_authority,parser_emits_normalized_cluster_sblr_only;parser_execution_storage_finality_authority_forbidden,compatibility_cluster_execution_storage_transaction_finality_authority_forbidden,project/tests/compatibility_sql_parser_first_tranche/parser_remap_cluster_route_gate.py,parser_remap_cluster_route_gate,p2_cluster_route_remap_verified,row-level compatibility cluster surface remap preserves provider boundary compile policy and compatibility parser isolation;private provider implementation detail is not recorded
FPR-P2-CLUSTER-00084,tidb,tidb.placement.policy.create,tidb.placement.policy.create,cluster.security.validate_policy_version,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,project/src/parsers/compatibility/tidb/tidb_dialect.cpp#kPatterns:tidb.placement.policy.create,own_compatibility_surface_only,FPR-P2,not_cluster_query,cluster.validate_policy_version,provider_routed_public_boundary_manifested,functionality_unsupported;kClusterSupportNotEnabledCode;unsupported_feature=cluster.provider;no_provider_call;fail_closed,functionality_unlicensed;kClusterHandshakeStubCompileLinkOnlyCode;unsupported_feature=cluster.provider.stub;public_compile_link_boundary_only;no_cluster_authority_or_production_behavior,private_internal_provider_required;provider_api_boundary=cluster.validate_policy_version;no_private_source_or_implementation_detail,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,provider_boundary_route_required,FSE-P7-PROOF-00045,sblr_surface_fse_p7_execution_proof_gate,query.plan_operation_never_cluster_authority;local_query_sblr_remains_local_engine_authority,parser_emits_normalized_cluster_sblr_only;parser_execution_storage_finality_authority_forbidden,compatibility_cluster_execution_storage_transaction_finality_authority_forbidden,project/tests/compatibility_sql_parser_first_tranche/parser_remap_cluster_route_gate.py,parser_remap_cluster_route_gate,p2_cluster_route_remap_verified,row-level compatibility cluster surface remap preserves provider boundary compile policy and compatibility parser isolation;private provider implementation detail is not recorded
FPR-P2-CLUSTER-00085,tidb,tidb.placement.policy.alter,tidb.placement.policy.alter,cluster.security.validate_policy_version,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,project/src/parsers/compatibility/tidb/tidb_dialect.cpp#kPatterns:tidb.placement.policy.alter,own_compatibility_surface_only,FPR-P2,not_cluster_query,cluster.validate_policy_version,provider_routed_public_boundary_manifested,functionality_unsupported;kClusterSupportNotEnabledCode;unsupported_feature=cluster.provider;no_provider_call;fail_closed,functionality_unlicensed;kClusterHandshakeStubCompileLinkOnlyCode;unsupported_feature=cluster.provider.stub;public_compile_link_boundary_only;no_cluster_authority_or_production_behavior,private_internal_provider_required;provider_api_boundary=cluster.validate_policy_version;no_private_source_or_implementation_detail,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,provider_boundary_route_required,FSE-P7-PROOF-00045,sblr_surface_fse_p7_execution_proof_gate,query.plan_operation_never_cluster_authority;local_query_sblr_remains_local_engine_authority,parser_emits_normalized_cluster_sblr_only;parser_execution_storage_finality_authority_forbidden,compatibility_cluster_execution_storage_transaction_finality_authority_forbidden,project/tests/compatibility_sql_parser_first_tranche/parser_remap_cluster_route_gate.py,parser_remap_cluster_route_gate,p2_cluster_route_remap_verified,row-level compatibility cluster surface remap preserves provider boundary compile policy and compatibility parser isolation;private provider implementation detail is not recorded
FPR-P2-CLUSTER-00086,tidb,tidb.placement.policy.drop,tidb.placement.policy.drop,cluster.security.validate_policy_version,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,required_new:sblr.cluster.security.v1:cluster.security.validate_policy_version,project/src/parsers/compatibility/tidb/tidb_dialect.cpp#kPatterns:tidb.placement.policy.drop,own_compatibility_surface_only,FPR-P2,not_cluster_query,cluster.validate_policy_version,provider_routed_public_boundary_manifested,functionality_unsupported;kClusterSupportNotEnabledCode;unsupported_feature=cluster.provider;no_provider_call;fail_closed,functionality_unlicensed;kClusterHandshakeStubCompileLinkOnlyCode;unsupported_feature=cluster.provider.stub;public_compile_link_boundary_only;no_cluster_authority_or_production_behavior,private_internal_provider_required;provider_api_boundary=cluster.validate_policy_version;no_private_source_or_implementation_detail,compile_flag_disabled_returns_functionality_unsupported;public_stub_enabled_returns_functionality_unlicensed;private_provider_required_for_execution,provider_boundary_route_required,FSE-P7-PROOF-00045,sblr_surface_fse_p7_execution_proof_gate,query.plan_operation_never_cluster_authority;local_query_sblr_remains_local_engine_authority,parser_emits_normalized_cluster_sblr_only;parser_execution_storage_finality_authority_forbidden,compatibility_cluster_execution_storage_transaction_finality_authority_forbidden,project/tests/compatibility_sql_parser_first_tranche/parser_remap_cluster_route_gate.py,parser_remap_cluster_route_gate,p2_cluster_route_remap_verified,row-level compatibility cluster surface remap preserves provider boundary compile policy and compatibility parser isolation;private provider implementation detail is not recorded
