scope_id,scope_category,subject_id,manifest_profile_class,expected_count,observed_count,implementation_package_path,parser_support_udr_path,compatibility_policy,upstream_artifact,readiness_gate,status,evidence
FPR-P0-SCOPE-0020,manifest_profile,vitess,compatibility_emulation,1,1,project/src/parsers/compatibility/vitess,project/src/udr/sbu_vitess_parser_support,standalone_compatibility_profile_implementation_package,project/src/parsers/compatibility/CompatibilityCompatibilityProfileManifest.csv,parser_remap_input_readiness_gate,readiness_verified,manifest profile row reconciled
FPR-P0-SCOPE-0021,manifest_profile,foundationdb,compatibility_emulation,1,1,project/src/parsers/compatibility/foundationdb,project/src/udr/sbu_foundationdb_parser_support,standalone_compatibility_profile_implementation_package,project/src/parsers/compatibility/CompatibilityCompatibilityProfileManifest.csv,parser_remap_input_readiness_gate,readiness_verified,manifest profile row reconciled
FPR-P0-SCOPE-0022,manifest_profile,apache_ignite,compatibility_emulation,1,1,project/src/parsers/compatibility/apache_ignite,project/src/udr/sbu_apache_ignite_parser_support,manifest_dash_name_metadata_reconciled_to_apache_ignite_implementation_path,project/src/parsers/compatibility/CompatibilityCompatibilityProfileManifest.csv,parser_remap_input_readiness_gate,readiness_verified,manifest profile row reconciled
FPR-P0-SCOPE-0023,manifest_profile,dolt,compatibility_emulation,1,1,project/src/parsers/compatibility/dolt,project/src/udr/sbu_dolt_parser_support,standalone_compatibility_profile_implementation_package,project/src/parsers/compatibility/CompatibilityCompatibilityProfileManifest.csv,parser_remap_input_readiness_gate,readiness_verified,manifest profile row reconciled
FPR-P0-SCOPE-0024,manifest_profile,immudb,compatibility_emulation,1,1,project/src/parsers/compatibility/immudb,project/src/udr/sbu_immudb_parser_support,standalone_compatibility_profile_implementation_package,project/src/parsers/compatibility/CompatibilityCompatibilityProfileManifest.csv,parser_remap_input_readiness_gate,readiness_verified,manifest profile row reconciled
FPR-P0-SCOPE-0025,manifest_profile,xtdb,compatibility_emulation,1,1,project/src/parsers/compatibility/xtdb,project/src/udr/sbu_xtdb_parser_support,standalone_compatibility_profile_implementation_package,project/src/parsers/compatibility/CompatibilityCompatibilityProfileManifest.csv,parser_remap_input_readiness_gate,readiness_verified,manifest profile row reconciled
FPR-P0-SCOPE-0026,manifest_profile,sqlserver,capability_reference,1,1,forbidden_capability_reference_only,forbidden_capability_reference_only,commercial_capability_reference_no_parser_package,project/src/parsers/compatibility/CompatibilityCompatibilityProfileManifest.csv,parser_remap_input_readiness_gate,readiness_verified,manifest profile row reconciled
FPR-P0-SCOPE-0027,manifest_profile,oracle,capability_reference,1,1,forbidden_capability_reference_only,forbidden_capability_reference_only,commercial_capability_reference_no_parser_package,project/src/parsers/compatibility/CompatibilityCompatibilityProfileManifest.csv,parser_remap_input_readiness_gate,readiness_verified,manifest profile row reconciled
FPR-P0-SCOPE-0028,manifest_profile,db2,capability_reference,1,1,forbidden_capability_reference_only,forbidden_capability_reference_only,commercial_capability_reference_no_parser_package,project/src/parsers/compatibility/CompatibilityCompatibilityProfileManifest.csv,parser_remap_input_readiness_gate,readiness_verified,manifest profile row reconciled
FPR-P0-SCOPE-0029,manifest_profile,opensearch_sql_ppl,compatibility_emulation,1,1,project/src/parsers/compatibility/opensearch_sql_ppl,project/src/udr/sbu_opensearch_sql_ppl_parser_support,standalone_parser_and_udr_package_no_dependency_on_opensearch_parser,project/src/parsers/compatibility/CompatibilityCompatibilityProfileManifest.csv,parser_remap_input_readiness_gate,readiness_verified,manifest profile row reconciled
FPR-P0-SCOPE-0030,parser_package_dir,apache_ignite,compatibility_emulation_package,1,1,project/src/parsers/compatibility/apache_ignite,project/src/udr/sbu_apache_ignite_parser_support,apache_ignite_implementation_path_reconciled,project/src/parsers/compatibility/,parser_remap_input_readiness_gate,readiness_verified,current parser directory exists
FPR-P0-SCOPE-0031,parser_package_dir,cassandra,compatibility_emulation_package,1,1,project/src/parsers/compatibility/cassandra,project/src/udr/sbu_cassandra_parser_support,actual_compatibility_parser_package_dir,project/src/parsers/compatibility/,parser_remap_input_readiness_gate,readiness_verified,current parser directory exists
FPR-P0-SCOPE-0032,parser_package_dir,clickhouse,compatibility_emulation_package,1,1,project/src/parsers/compatibility/clickhouse,project/src/udr/sbu_clickhouse_parser_support,actual_compatibility_parser_package_dir,project/src/parsers/compatibility/,parser_remap_input_readiness_gate,readiness_verified,current parser directory exists
FPR-P0-SCOPE-0033,parser_package_dir,cockroachdb,compatibility_emulation_package,1,1,project/src/parsers/compatibility/cockroachdb,project/src/udr/sbu_cockroachdb_parser_support,actual_compatibility_parser_package_dir,project/src/parsers/compatibility/,parser_remap_input_readiness_gate,readiness_verified,current parser directory exists
FPR-P0-SCOPE-0034,parser_package_dir,dolt,compatibility_emulation_package,1,1,project/src/parsers/compatibility/dolt,project/src/udr/sbu_dolt_parser_support,actual_compatibility_parser_package_dir,project/src/parsers/compatibility/,parser_remap_input_readiness_gate,readiness_verified,current parser directory exists
FPR-P0-SCOPE-0035,parser_package_dir,duckdb,compatibility_emulation_package,1,1,project/src/parsers/compatibility/duckdb,project/src/udr/sbu_duckdb_parser_support,actual_compatibility_parser_package_dir,project/src/parsers/compatibility/,parser_remap_input_readiness_gate,readiness_verified,current parser directory exists
FPR-P0-SCOPE-0036,parser_package_dir,firebird,compatibility_emulation_package,1,1,project/src/parsers/compatibility/firebird,project/src/udr/sbu_firebird_parser_support,actual_compatibility_parser_package_dir,project/src/parsers/compatibility/,parser_remap_input_readiness_gate,readiness_verified,current parser directory exists
FPR-P0-SCOPE-0037,parser_package_dir,foundationdb,compatibility_emulation_package,1,1,project/src/parsers/compatibility/foundationdb,project/src/udr/sbu_foundationdb_parser_support,actual_compatibility_parser_package_dir,project/src/parsers/compatibility/,parser_remap_input_readiness_gate,readiness_verified,current parser directory exists
FPR-P0-SCOPE-0038,parser_package_dir,immudb,compatibility_emulation_package,1,1,project/src/parsers/compatibility/immudb,project/src/udr/sbu_immudb_parser_support,actual_compatibility_parser_package_dir,project/src/parsers/compatibility/,parser_remap_input_readiness_gate,readiness_verified,current parser directory exists
FPR-P0-SCOPE-0039,parser_package_dir,influxdb,compatibility_emulation_package,1,1,project/src/parsers/compatibility/influxdb,project/src/udr/sbu_influxdb_parser_support,actual_compatibility_parser_package_dir,project/src/parsers/compatibility/,parser_remap_input_readiness_gate,readiness_verified,current parser directory exists
FPR-P0-SCOPE-0040,parser_package_dir,mariadb,compatibility_emulation_package,1,1,project/src/parsers/compatibility/mariadb,project/src/udr/sbu_mariadb_parser_support,actual_compatibility_parser_package_dir,project/src/parsers/compatibility/,parser_remap_input_readiness_gate,readiness_verified,current parser directory exists
FPR-P0-SCOPE-0041,parser_package_dir,milvus,compatibility_emulation_package,1,1,project/src/parsers/compatibility/milvus,project/src/udr/sbu_milvus_parser_support,actual_compatibility_parser_package_dir,project/src/parsers/compatibility/,parser_remap_input_readiness_gate,readiness_verified,current parser directory exists
FPR-P0-SCOPE-0042,parser_package_dir,mongodb,compatibility_emulation_package,1,1,project/src/parsers/compatibility/mongodb,project/src/udr/sbu_mongodb_parser_support,actual_compatibility_parser_package_dir,project/src/parsers/compatibility/,parser_remap_input_readiness_gate,readiness_verified,current parser directory exists
FPR-P0-SCOPE-0043,parser_package_dir,mysql,compatibility_emulation_package,1,1,project/src/parsers/compatibility/mysql,project/src/udr/sbu_mysql_parser_support,actual_compatibility_parser_package_dir,project/src/parsers/compatibility/,parser_remap_input_readiness_gate,readiness_verified,current parser directory exists
FPR-P0-SCOPE-0044,parser_package_dir,neo4j,compatibility_emulation_package,1,1,project/src/parsers/compatibility/neo4j,project/src/udr/sbu_neo4j_parser_support,actual_compatibility_parser_package_dir,project/src/parsers/compatibility/,parser_remap_input_readiness_gate,readiness_verified,current parser directory exists
FPR-P0-SCOPE-0045,parser_package_dir,opensearch,compatibility_emulation_package,1,1,project/src/parsers/compatibility/opensearch,project/src/udr/sbu_opensearch_parser_support,actual_compatibility_parser_package_dir,project/src/parsers/compatibility/,parser_remap_input_readiness_gate,readiness_verified,current parser directory exists
FPR-P0-SCOPE-0046,parser_package_dir,opensearch_sql_ppl,compatibility_emulation_package,1,1,project/src/parsers/compatibility/opensearch_sql_ppl,project/src/udr/sbu_opensearch_sql_ppl_parser_support,standalone_parser_package_no_opensearch_cross_dependency,project/src/parsers/compatibility/,parser_remap_input_readiness_gate,readiness_verified,current parser directory exists
FPR-P0-SCOPE-0047,parser_package_dir,postgresql,compatibility_emulation_package,1,1,project/src/parsers/compatibility/postgresql,project/src/udr/sbu_postgresql_parser_support,actual_compatibility_parser_package_dir,project/src/parsers/compatibility/,parser_remap_input_readiness_gate,readiness_verified,current parser directory exists
FPR-P0-SCOPE-0048,parser_package_dir,redis,compatibility_emulation_package,1,1,project/src/parsers/compatibility/redis,project/src/udr/sbu_redis_parser_support,actual_compatibility_parser_package_dir,project/src/parsers/compatibility/,parser_remap_input_readiness_gate,readiness_verified,current parser directory exists
FPR-P0-SCOPE-0049,parser_package_dir,sqlite,compatibility_emulation_package,1,1,project/src/parsers/compatibility/sqlite,project/src/udr/sbu_sqlite_parser_support,actual_compatibility_parser_package_dir,project/src/parsers/compatibility/,parser_remap_input_readiness_gate,readiness_verified,current parser directory exists
FPR-P0-SCOPE-0050,parser_package_dir,tidb,compatibility_emulation_package,1,1,project/src/parsers/compatibility/tidb,project/src/udr/sbu_tidb_parser_support,actual_compatibility_parser_package_dir,project/src/parsers/compatibility/,parser_remap_input_readiness_gate,readiness_verified,current parser directory exists
FPR-P0-SCOPE-0051,parser_package_dir,tikv,compatibility_emulation_package,1,1,project/src/parsers/compatibility/tikv,project/src/udr/sbu_tikv_parser_support,actual_compatibility_parser_package_dir,project/src/parsers/compatibility/,parser_remap_input_readiness_gate,readiness_verified,current parser directory exists
FPR-P0-SCOPE-0052,parser_package_dir,vitess,compatibility_emulation_package,1,1,project/src/parsers/compatibility/vitess,project/src/udr/sbu_vitess_parser_support,actual_compatibility_parser_package_dir,project/src/parsers/compatibility/,parser_remap_input_readiness_gate,readiness_verified,current parser directory exists
FPR-P0-SCOPE-0053,parser_package_dir,xtdb,compatibility_emulation_package,1,1,project/src/parsers/compatibility/xtdb,project/src/udr/sbu_xtdb_parser_support,actual_compatibility_parser_package_dir,project/src/parsers/compatibility/,parser_remap_input_readiness_gate,readiness_verified,current parser directory exists
FPR-P0-SCOPE-0054,parser_package_dir,yugabytedb,compatibility_emulation_package,1,1,project/src/parsers/compatibility/yugabytedb,project/src/udr/sbu_yugabytedb_parser_support,actual_compatibility_parser_package_dir,project/src/parsers/compatibility/,parser_remap_input_readiness_gate,readiness_verified,current parser directory exists
FPR-P0-SCOPE-0055,parser_support_udr_dir,apache_ignite,compatibility_emulation_udr_package,1,1,project/src/parsers/compatibility/apache_ignite,project/src/udr/sbu_apache_ignite_parser_support,apache_ignite_udr_implementation_path_reconciled,project/src/udr/sbu_*_parser_support/,parser_remap_input_readiness_gate,readiness_verified,current parser-support UDR directory exists
FPR-P0-SCOPE-0056,parser_support_udr_dir,cassandra,compatibility_emulation_udr_package,1,1,project/src/parsers/compatibility/cassandra,project/src/udr/sbu_cassandra_parser_support,actual_parser_support_udr_package_dir,project/src/udr/sbu_*_parser_support/,parser_remap_input_readiness_gate,readiness_verified,current parser-support UDR directory exists
FPR-P0-SCOPE-0057,parser_support_udr_dir,clickhouse,compatibility_emulation_udr_package,1,1,project/src/parsers/compatibility/clickhouse,project/src/udr/sbu_clickhouse_parser_support,actual_parser_support_udr_package_dir,project/src/udr/sbu_*_parser_support/,parser_remap_input_readiness_gate,readiness_verified,current parser-support UDR directory exists
FPR-P0-SCOPE-0058,parser_support_udr_dir,cockroachdb,compatibility_emulation_udr_package,1,1,project/src/parsers/compatibility/cockroachdb,project/src/udr/sbu_cockroachdb_parser_support,actual_parser_support_udr_package_dir,project/src/udr/sbu_*_parser_support/,parser_remap_input_readiness_gate,readiness_verified,current parser-support UDR directory exists
FPR-P0-SCOPE-0059,parser_support_udr_dir,dolt,compatibility_emulation_udr_package,1,1,project/src/parsers/compatibility/dolt,project/src/udr/sbu_dolt_parser_support,actual_parser_support_udr_package_dir,project/src/udr/sbu_*_parser_support/,parser_remap_input_readiness_gate,readiness_verified,current parser-support UDR directory exists
FPR-P0-SCOPE-0060,parser_support_udr_dir,duckdb,compatibility_emulation_udr_package,1,1,project/src/parsers/compatibility/duckdb,project/src/udr/sbu_duckdb_parser_support,actual_parser_support_udr_package_dir,project/src/udr/sbu_*_parser_support/,parser_remap_input_readiness_gate,readiness_verified,current parser-support UDR directory exists
FPR-P0-SCOPE-0061,parser_support_udr_dir,firebird,compatibility_emulation_udr_package,1,1,project/src/parsers/compatibility/firebird,project/src/udr/sbu_firebird_parser_support,actual_parser_support_udr_package_dir,project/src/udr/sbu_*_parser_support/,parser_remap_input_readiness_gate,readiness_verified,current parser-support UDR directory exists
FPR-P0-SCOPE-0062,parser_support_udr_dir,foundationdb,compatibility_emulation_udr_package,1,1,project/src/parsers/compatibility/foundationdb,project/src/udr/sbu_foundationdb_parser_support,actual_parser_support_udr_package_dir,project/src/udr/sbu_*_parser_support/,parser_remap_input_readiness_gate,readiness_verified,current parser-support UDR directory exists
FPR-P0-SCOPE-0063,parser_support_udr_dir,immudb,compatibility_emulation_udr_package,1,1,project/src/parsers/compatibility/immudb,project/src/udr/sbu_immudb_parser_support,actual_parser_support_udr_package_dir,project/src/udr/sbu_*_parser_support/,parser_remap_input_readiness_gate,readiness_verified,current parser-support UDR directory exists
FPR-P0-SCOPE-0064,parser_support_udr_dir,influxdb,compatibility_emulation_udr_package,1,1,project/src/parsers/compatibility/influxdb,project/src/udr/sbu_influxdb_parser_support,actual_parser_support_udr_package_dir,project/src/udr/sbu_*_parser_support/,parser_remap_input_readiness_gate,readiness_verified,current parser-support UDR directory exists
FPR-P0-SCOPE-0065,parser_support_udr_dir,mariadb,compatibility_emulation_udr_package,1,1,project/src/parsers/compatibility/mariadb,project/src/udr/sbu_mariadb_parser_support,actual_parser_support_udr_package_dir,project/src/udr/sbu_*_parser_support/,parser_remap_input_readiness_gate,readiness_verified,current parser-support UDR directory exists
FPR-P0-SCOPE-0066,parser_support_udr_dir,milvus,compatibility_emulation_udr_package,1,1,project/src/parsers/compatibility/milvus,project/src/udr/sbu_milvus_parser_support,actual_parser_support_udr_package_dir,project/src/udr/sbu_*_parser_support/,parser_remap_input_readiness_gate,readiness_verified,current parser-support UDR directory exists
FPR-P0-SCOPE-0067,parser_support_udr_dir,mongodb,compatibility_emulation_udr_package,1,1,project/src/parsers/compatibility/mongodb,project/src/udr/sbu_mongodb_parser_support,actual_parser_support_udr_package_dir,project/src/udr/sbu_*_parser_support/,parser_remap_input_readiness_gate,readiness_verified,current parser-support UDR directory exists
FPR-P0-SCOPE-0068,parser_support_udr_dir,mysql,compatibility_emulation_udr_package,1,1,project/src/parsers/compatibility/mysql,project/src/udr/sbu_mysql_parser_support,actual_parser_support_udr_package_dir,project/src/udr/sbu_*_parser_support/,parser_remap_input_readiness_gate,readiness_verified,current parser-support UDR directory exists
FPR-P0-SCOPE-0069,parser_support_udr_dir,neo4j,compatibility_emulation_udr_package,1,1,project/src/parsers/compatibility/neo4j,project/src/udr/sbu_neo4j_parser_support,actual_parser_support_udr_package_dir,project/src/udr/sbu_*_parser_support/,parser_remap_input_readiness_gate,readiness_verified,current parser-support UDR directory exists
FPR-P0-SCOPE-0070,parser_support_udr_dir,opensearch,compatibility_emulation_udr_package,1,1,project/src/parsers/compatibility/opensearch,project/src/udr/sbu_opensearch_parser_support,actual_parser_support_udr_package_dir,project/src/udr/sbu_*_parser_support/,parser_remap_input_readiness_gate,readiness_verified,current parser-support UDR directory exists
FPR-P0-SCOPE-0071,parser_support_udr_dir,opensearch_sql_ppl,compatibility_emulation_udr_package,1,1,project/src/parsers/compatibility/opensearch_sql_ppl,project/src/udr/sbu_opensearch_sql_ppl_parser_support,standalone_udr_package_no_opensearch_cross_dependency,project/src/udr/sbu_*_parser_support/,parser_remap_input_readiness_gate,readiness_verified,current parser-support UDR directory exists
FPR-P0-SCOPE-0072,parser_support_udr_dir,postgresql,compatibility_emulation_udr_package,1,1,project/src/parsers/compatibility/postgresql,project/src/udr/sbu_postgresql_parser_support,actual_parser_support_udr_package_dir,project/src/udr/sbu_*_parser_support/,parser_remap_input_readiness_gate,readiness_verified,current parser-support UDR directory exists
FPR-P0-SCOPE-0073,parser_support_udr_dir,redis,compatibility_emulation_udr_package,1,1,project/src/parsers/compatibility/redis,project/src/udr/sbu_redis_parser_support,actual_parser_support_udr_package_dir,project/src/udr/sbu_*_parser_support/,parser_remap_input_readiness_gate,readiness_verified,current parser-support UDR directory exists
FPR-P0-SCOPE-0074,parser_support_udr_dir,sqlite,compatibility_emulation_udr_package,1,1,project/src/parsers/compatibility/sqlite,project/src/udr/sbu_sqlite_parser_support,actual_parser_support_udr_package_dir,project/src/udr/sbu_*_parser_support/,parser_remap_input_readiness_gate,readiness_verified,current parser-support UDR directory exists
FPR-P0-SCOPE-0075,parser_support_udr_dir,tidb,compatibility_emulation_udr_package,1,1,project/src/parsers/compatibility/tidb,project/src/udr/sbu_tidb_parser_support,actual_parser_support_udr_package_dir,project/src/udr/sbu_*_parser_support/,parser_remap_input_readiness_gate,readiness_verified,current parser-support UDR directory exists
FPR-P0-SCOPE-0076,parser_support_udr_dir,tikv,compatibility_emulation_udr_package,1,1,project/src/parsers/compatibility/tikv,project/src/udr/sbu_tikv_parser_support,actual_parser_support_udr_package_dir,project/src/udr/sbu_*_parser_support/,parser_remap_input_readiness_gate,readiness_verified,current parser-support UDR directory exists
FPR-P0-SCOPE-0077,parser_support_udr_dir,vitess,compatibility_emulation_udr_package,1,1,project/src/parsers/compatibility/vitess,project/src/udr/sbu_vitess_parser_support,actual_parser_support_udr_package_dir,project/src/udr/sbu_*_parser_support/,parser_remap_input_readiness_gate,readiness_verified,current parser-support UDR directory exists
FPR-P0-SCOPE-0078,parser_support_udr_dir,xtdb,compatibility_emulation_udr_package,1,1,project/src/parsers/compatibility/xtdb,project/src/udr/sbu_xtdb_parser_support,actual_parser_support_udr_package_dir,project/src/udr/sbu_*_parser_support/,parser_remap_input_readiness_gate,readiness_verified,current parser-support UDR directory exists
FPR-P0-SCOPE-0079,parser_support_udr_dir,yugabytedb,compatibility_emulation_udr_package,1,1,project/src/parsers/compatibility/yugabytedb,project/src/udr/sbu_yugabytedb_parser_support,actual_parser_support_udr_package_dir,project/src/udr/sbu_*_parser_support/,parser_remap_input_readiness_gate,readiness_verified,current parser-support UDR directory exists
FPR-P0-SCOPE-0080,profile_alias_policy,mysql_lts_parser_alias,release_profile_variant_alias,1,1,project/src/parsers/compatibility/mysql,project/src/udr/sbu_mysql_parser_support,mysql_lts_manifest_profile_aliases_to_mysql_parser_package,project/src/parsers/compatibility/CompatibilityCompatibilityProfileManifest.csv#family_id:mysql_lts,parser_remap_input_readiness_gate,readiness_verified,mysql_lts parser package alias policy recorded
FPR-P0-SCOPE-0081,profile_alias_policy,mysql_lts_udr_alias,release_profile_variant_alias,1,1,project/src/parsers/compatibility/mysql,project/src/udr/sbu_mysql_parser_support,mysql_lts_manifest_profile_aliases_to_mysql_parser_support_udr,project/src/parsers/compatibility/CompatibilityCompatibilityProfileManifest.csv#family_id:mysql_lts,parser_remap_input_readiness_gate,readiness_verified,mysql_lts UDR package alias policy recorded
FPR-P0-SCOPE-0082,naming_compatibility_policy,apache_ignite_path_reconciliation,compatibility_emulation_package,1,1,project/src/parsers/compatibility/apache_ignite,project/src/udr/sbu_apache_ignite_parser_support,dash_name_manifest_metadata_only_implementation_path_is_apache_ignite,project/src/parsers/compatibility/CompatibilityCompatibilityProfileManifest.csv#family_id:apache_ignite,parser_remap_input_readiness_gate,readiness_verified,Apache Ignite manifest naming reconciled
FPR-P0-SCOPE-0083,upstream_input_count,manifest_compatibility_emulation_profiles,not_profile,25,25,not_applicable,not_applicable,upstream_input_count_must_match_before_FPR_P1,project/src/parsers/compatibility/CompatibilityCompatibilityProfileManifest.csv,parser_remap_input_readiness_gate,readiness_verified,manifest_compatibility_emulation_profiles count verified
FPR-P0-SCOPE-0084,upstream_input_count,manifest_capability_reference_profiles,not_profile,3,3,not_applicable,not_applicable,upstream_input_count_must_match_before_FPR_P1,project/src/parsers/compatibility/CompatibilityCompatibilityProfileManifest.csv,parser_remap_input_readiness_gate,readiness_verified,manifest_capability_reference_profiles count verified
FPR-P0-SCOPE-0085,upstream_input_count,actual_compatibility_parser_package_dirs,not_profile,25,25,not_applicable,not_applicable,upstream_input_count_must_match_before_FPR_P1,project/src/parsers/compatibility/CompatibilityCompatibilityProfileManifest.csv,parser_remap_input_readiness_gate,readiness_verified,actual_compatibility_parser_package_dirs count verified
FPR-P0-SCOPE-0086,upstream_input_count,actual_parser_support_udr_package_dirs,not_profile,25,25,not_applicable,not_applicable,upstream_input_count_must_match_before_FPR_P1,project/src/parsers/compatibility/CompatibilityCompatibilityProfileManifest.csv,parser_remap_input_readiness_gate,readiness_verified,actual_parser_support_udr_package_dirs count verified
