parser_package,declared_surface,current_route,search_key,classification,downstream_owner
project/src/parsers/compatibility/apache_ignite,apache_ignite.catalog.show,kCatalogProjection;match=SHOW;mapping=apache_ignite.catalog.show;sblr=SBLR_COMPAT_APACHE_IGNITE_CATALOG_PROJECT;engine_api=EngineCatalogProjection;diagnostic=none,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kPatterns:apache_ignite.catalog.show,PARSER_REMAP_ONLY,parser remap lead
project/src/parsers/compatibility/apache_ignite,apache_ignite.security.create_user,kParserSupportUdr;match=CREATE USER;mapping=apache_ignite.udr.security.create_user;sblr=SBLR_COMPAT_APACHE_IGNITE_SECURITY_ROUTE;engine_api=ParserSupportSecurityRoute;diagnostic=APACHE_IGNITE.EMULATION.SECURITY_ROUTE,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kPatterns:apache_ignite.security.create_user,IMPLEMENT_NONCLUSTER,parser remap lead
project/src/parsers/compatibility/apache_ignite,apache_ignite.security.grant,kParserSupportUdr;match=GRANT;mapping=apache_ignite.udr.security.grant;sblr=SBLR_COMPAT_APACHE_IGNITE_SECURITY_ROUTE;engine_api=ParserSupportSecurityRoute;diagnostic=APACHE_IGNITE.EMULATION.SECURITY_ROUTE,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kPatterns:apache_ignite.security.grant,IMPLEMENT_NONCLUSTER,parser remap lead
project/src/parsers/compatibility/apache_ignite,apache_ignite.security.revoke,kParserSupportUdr;match=REVOKE;mapping=apache_ignite.udr.security.revoke;sblr=SBLR_COMPAT_APACHE_IGNITE_SECURITY_ROUTE;engine_api=ParserSupportSecurityRoute;diagnostic=APACHE_IGNITE.EMULATION.SECURITY_ROUTE,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kPatterns:apache_ignite.security.revoke,IMPLEMENT_NONCLUSTER,parser remap lead
project/src/parsers/compatibility/apache_ignite,apache_ignite.session.streaming,kAdmittedSblr;match=SET STREAMING;mapping=apache_ignite.session.streaming;sblr=SBLR_COMPAT_APACHE_IGNITE_SET;engine_api=EngineSessionSet;diagnostic=none,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kPatterns:apache_ignite.session.streaming,PARSER_REMAP_ONLY,parser remap lead
project/src/parsers/compatibility/apache_ignite,apache_ignite.session.set,kAdmittedSblr;match=SET;mapping=apache_ignite.session.set;sblr=SBLR_COMPAT_APACHE_IGNITE_SET;engine_api=EngineSessionSet;diagnostic=none,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kPatterns:apache_ignite.session.set,PARSER_REMAP_ONLY,parser remap lead
project/src/parsers/compatibility/apache_ignite,apache_ignite.transaction.commit,kAdmittedSblr;match=COMMIT;mapping=apache_ignite.transaction.commit;sblr=SBLR_TRANSACTION_COMMIT;engine_api=EngineCommitTransaction;diagnostic=none,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kPatterns:apache_ignite.transaction.commit,PARSER_REMAP_ONLY,parser remap lead
project/src/parsers/compatibility/apache_ignite,apache_ignite.transaction.rollback,kAdmittedSblr;match=ROLLBACK;mapping=apache_ignite.transaction.rollback;sblr=SBLR_TRANSACTION_ROLLBACK;engine_api=EngineRollbackTransaction;diagnostic=none,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kPatterns:apache_ignite.transaction.rollback,PARSER_REMAP_ONLY,parser remap lead
project/src/parsers/compatibility/apache_ignite,datatype_surface:numeric,descriptor;surface=TINYINT;SMALLINT;INT;BIGINT;DECIMAL;FLOAT;DOUBLE,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kDatatypeSurfaces:numeric,DOCUMENTATION_ONLY,inventory classification lead
project/src/parsers/compatibility/apache_ignite,datatype_surface:text,descriptor;surface=CHAR;VARCHAR;UUID,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kDatatypeSurfaces:text,DOCUMENTATION_ONLY,inventory classification lead
project/src/parsers/compatibility/apache_ignite,datatype_surface:binary,descriptor;surface=BINARY;VARBINARY,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kDatatypeSurfaces:binary,DOCUMENTATION_ONLY,inventory classification lead
project/src/parsers/compatibility/apache_ignite,datatype_surface:temporal,descriptor;surface=DATE;TIME;TIMESTAMP,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kDatatypeSurfaces:temporal,DOCUMENTATION_ONLY,inventory classification lead
project/src/parsers/compatibility/apache_ignite,datatype_surface:boolean,descriptor;surface=BOOLEAN,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kDatatypeSurfaces:boolean,DOCUMENTATION_ONLY,inventory classification lead
project/src/parsers/compatibility/apache_ignite,datatype_surface:object,parser_support_udr;surface=OBJECT;BINARY_OBJECT,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kDatatypeSurfaces:object,IMPLEMENT_NONCLUSTER,inventory classification lead
project/src/parsers/compatibility/apache_ignite,datatype_surface:cache_key,catalog_policy;surface=KEY_TYPE;VALUE_TYPE;AFFINITY_KEY,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kDatatypeSurfaces:cache_key,PARSER_REMAP_ONLY,inventory classification lead
project/src/parsers/compatibility/apache_ignite,datatype_surface:cache_policy,catalog_policy;surface=CACHE_NAME;BACKUPS;TEMPLATE;DATA_REGION,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kDatatypeSurfaces:cache_policy,PARSER_REMAP_ONLY,inventory classification lead
project/src/parsers/compatibility/apache_ignite,datatype_surface:query_hint,catalog_policy;surface=LOCAL;LAZY;COLLOCATED;DISTRIBUTED_JOINS,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kDatatypeSurfaces:query_hint,PARSER_REMAP_ONLY,inventory classification lead
project/src/parsers/compatibility/apache_ignite,datatype_surface:service,parser_support_udr;surface=CONTINUOUS_QUERY;SCAN_QUERY,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kDatatypeSurfaces:service,IMPLEMENT_NONCLUSTER,inventory classification lead
project/src/parsers/compatibility/apache_ignite,builtin_function_surface:aggregate,sblr;surface=COUNT;SUM;AVG;MIN;MAX,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kBuiltinSurfaces:aggregate,PARSER_REMAP_ONLY,inventory classification lead
project/src/parsers/compatibility/apache_ignite,builtin_function_surface:string,sblr;surface=LOWER;UPPER;TRIM;LIKE,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kBuiltinSurfaces:string,PARSER_REMAP_ONLY,inventory classification lead
project/src/parsers/compatibility/apache_ignite,builtin_function_surface:datetime,sblr;surface=CURRENT_DATE;CURRENT_TIME;CURRENT_TIMESTAMP,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kBuiltinSurfaces:datetime,PARSER_REMAP_ONLY,inventory classification lead
project/src/parsers/compatibility/apache_ignite,builtin_function_surface:cache,sblr;surface=CACHE_GET;CACHE_PUT;CACHE_REMOVE;SCAN,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kBuiltinSurfaces:cache,PARSER_REMAP_ONLY,inventory classification lead
project/src/parsers/compatibility/apache_ignite,builtin_function_surface:continuous_query,parser_support_udr;surface=CONTINUOUS_QUERY;INITIAL_QUERY,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kBuiltinSurfaces:continuous_query,IMPLEMENT_NONCLUSTER,inventory classification lead
project/src/parsers/compatibility/apache_ignite,builtin_function_surface:optimizer,catalog_projection;surface=EXPLAIN;INDEX_SCAN,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kBuiltinSurfaces:optimizer,PARSER_REMAP_ONLY,inventory classification lead
project/src/parsers/compatibility/apache_ignite,builtin_function_surface:security,parser_support_udr;surface=USER;ROLE;GRANT;REVOKE,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kBuiltinSurfaces:security,IMPLEMENT_NONCLUSTER,inventory classification lead
project/src/parsers/compatibility/apache_ignite,builtin_function_surface:session,sblr;surface=SET STREAMING;SET,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kBuiltinSurfaces:session,PARSER_REMAP_ONLY,inventory classification lead
project/src/parsers/compatibility/apache_ignite,builtin_function_surface:cluster,fail_closed;surface=BASELINE;ACTIVATE;DEACTIVATE;SNAPSHOT,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kBuiltinSurfaces:cluster,NORMALIZE_CLUSTER,inventory classification lead
project/src/parsers/compatibility/apache_ignite,catalog_overlay_surface:caches,catalog_projection;surface=IGNITE_CACHES,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kCatalogSurfaces:caches,PARSER_REMAP_ONLY,inventory classification lead
project/src/parsers/compatibility/apache_ignite,catalog_overlay_surface:tables,catalog_projection;surface=IGNITE_TABLES,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kCatalogSurfaces:tables,PARSER_REMAP_ONLY,inventory classification lead
project/src/parsers/compatibility/apache_ignite,catalog_overlay_surface:indexes,catalog_projection;surface=IGNITE_INDEXES,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kCatalogSurfaces:indexes,PARSER_REMAP_ONLY,inventory classification lead
project/src/parsers/compatibility/apache_ignite,catalog_overlay_surface:query_views,catalog_projection;surface=IGNITE_SQL_FIELDS,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kCatalogSurfaces:query_views,PARSER_REMAP_ONLY,inventory classification lead
project/src/parsers/compatibility/apache_ignite,catalog_overlay_surface:metrics,catalog_projection;surface=IGNITE_METRICS,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kCatalogSurfaces:metrics,PARSER_REMAP_ONLY,inventory classification lead
project/src/parsers/compatibility/apache_ignite,catalog_overlay_surface:system_views,catalog_projection;surface=IGNITE_SYSTEM_VIEWS,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kCatalogSurfaces:system_views,PARSER_REMAP_ONLY,inventory classification lead
project/src/parsers/compatibility/apache_ignite,catalog_overlay_surface:users,catalog_projection;surface=IGNITE_USERS,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kCatalogSurfaces:users,PARSER_REMAP_ONLY,inventory classification lead
project/src/parsers/compatibility/apache_ignite,catalog_overlay_surface:roles,catalog_projection;surface=IGNITE_ROLES,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kCatalogSurfaces:roles,PARSER_REMAP_ONLY,inventory classification lead
project/src/parsers/compatibility/apache_ignite,catalog_overlay_surface:baseline,fail_closed;surface=IGNITE_BASELINE,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kCatalogSurfaces:baseline,ARCHITECTURE_REFUSAL,inventory classification lead
project/src/parsers/compatibility/apache_ignite,catalog_overlay_surface:snapshots,fail_closed;surface=IGNITE_SNAPSHOTS,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kCatalogSurfaces:snapshots,ARCHITECTURE_REFUSAL,inventory classification lead
project/src/parsers/compatibility/apache_ignite,diagnostic_surface:parse,parser;surface=APACHE_IGNITE.PARSE.INVALID_INPUT;APACHE_IGNITE.PARSE.UNSUPPORTED_SURFACE,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kDiagnosticSurfaces:parse,PARSER_REMAP_ONLY,inventory classification lead
project/src/parsers/compatibility/apache_ignite,diagnostic_surface:policy,fail_closed;surface=APACHE_IGNITE.AUTHORITY.*,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kDiagnosticSurfaces:policy,ARCHITECTURE_REFUSAL,inventory classification lead
project/src/parsers/compatibility/apache_ignite,diagnostic_surface:udr,parser_support_udr;surface=APACHE_IGNITE.EMULATION.*,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kDiagnosticSurfaces:udr,IMPLEMENT_NONCLUSTER,inventory classification lead
project/src/parsers/compatibility/apache_ignite,diagnostic_surface:catalog,catalog_projection;surface=APACHE_IGNITE.CATALOG_OVERLAY.READ_ONLY,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kDiagnosticSurfaces:catalog,PARSER_REMAP_ONLY,inventory classification lead
project/src/parsers/compatibility/apache_ignite,diagnostic_surface:session,sblr;surface=APACHE_IGNITE.SESSION.*,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kDiagnosticSurfaces:session,PARSER_REMAP_ONLY,inventory classification lead
project/src/parsers/compatibility/apache_ignite,diagnostic_surface:transaction,sblr;surface=APACHE_IGNITE.TRANSACTION.*,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kDiagnosticSurfaces:transaction,PARSER_REMAP_ONLY,inventory classification lead
project/src/parsers/compatibility/apache_ignite,diagnostic_surface:file_effects,authority_invariant;surface=real_compatibility_file_effects=false,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kDiagnosticSurfaces:file_effects,DOCUMENTATION_ONLY,inventory classification lead
project/src/parsers/compatibility/apache_ignite,diagnostic_surface:compatibility_execution,authority_invariant;surface=compatibility_engine_sql_executed=false,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kDiagnosticSurfaces:compatibility_execution,DOCUMENTATION_ONLY,inventory classification lead
project/src/parsers/compatibility/apache_ignite,diagnostic_surface:mga,authority_invariant;surface=parser_transaction_finality_authority=false,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kDiagnosticSurfaces:mga,DOCUMENTATION_ONLY,inventory classification lead
project/src/parsers/compatibility/apache_ignite,diagnostic_surface:support_bundle,diagnostic_redaction;surface=source_text_redacted=true,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kDiagnosticSurfaces:support_bundle,DOCUMENTATION_ONLY,inventory classification lead
project/src/parsers/compatibility/apache_ignite,source_marker:unsupported,source_marker_requires_review,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#marker:unsupported,ARCHITECTURE_REFUSAL,inventory classification lead
project/src/parsers/compatibility/cassandra,cassandra.admin.nodetool,kUnsupportedRefusal;match=NODETOOL;mapping=cassandra.policy.unsupported.nodetool;sblr=none;engine_api=none;diagnostic=CASSANDRA.AUTHORITY.UNSUPPORTED_DENIED,project/src/parsers/compatibility/cassandra/cassandra_dialect.cpp#kPatterns:cassandra.admin.nodetool,ARCHITECTURE_REFUSAL,parser remap lead
project/src/parsers/compatibility/cassandra,cassandra.admin.repair,kUnsupportedRefusal;match=REPAIR;mapping=cassandra.policy.unsupported.repair;sblr=none;engine_api=none;diagnostic=CASSANDRA.AUTHORITY.UNSUPPORTED_DENIED,project/src/parsers/compatibility/cassandra/cassandra_dialect.cpp#kPatterns:cassandra.admin.repair,ARCHITECTURE_REFUSAL,parser remap lead
project/src/parsers/compatibility/cassandra,cassandra.cqlsh.copy,kParserSupportUdr;match=COPY;mapping=cassandra.udr.copy_file;sblr=SBLR_COMPAT_CASSANDRA_CLIENT_FILE_ROUTE;engine_api=ParserSupportClientFileRoute;diagnostic=CASSANDRA.EMULATION.CLIENT_FILE_ROUTE,project/src/parsers/compatibility/cassandra/cassandra_dialect.cpp#kPatterns:cassandra.cqlsh.copy,IMPLEMENT_NONCLUSTER,parser remap lead
project/src/parsers/compatibility/cassandra,cassandra.cqlsh.source,kParserSupportUdr;match=SOURCE;mapping=cassandra.udr.source_file;sblr=SBLR_COMPAT_CASSANDRA_CLIENT_FILE_ROUTE;engine_api=ParserSupportClientFileRoute;diagnostic=CASSANDRA.EMULATION.CLIENT_FILE_ROUTE,project/src/parsers/compatibility/cassandra/cassandra_dialect.cpp#kPatterns:cassandra.cqlsh.source,IMPLEMENT_NONCLUSTER,parser remap lead
project/src/parsers/compatibility/cassandra,cassandra.session.consistency,kParserSupportUdr;match=CONSISTENCY;mapping=cassandra.udr.consistency;sblr=SBLR_COMPAT_CASSANDRA_CONSISTENCY_ROUTE;engine_api=ParserSupportConsistencyRoute;diagnostic=CASSANDRA.EMULATION.CONSISTENCY_ROUTE,project/src/parsers/compatibility/cassandra/cassandra_dialect.cpp#kPatterns:cassandra.session.consistency,IMPLEMENT_NONCLUSTER,parser remap lead
project/src/parsers/compatibility/cassandra,cassandra.session.paging,kParserSupportUdr;match=PAGING;mapping=cassandra.udr.paging;sblr=SBLR_COMPAT_CASSANDRA_SESSION_ROUTE;engine_api=ParserSupportSessionRoute;diagnostic=CASSANDRA.EMULATION.SESSION_ROUTE,project/src/parsers/compatibility/cassandra/cassandra_dialect.cpp#kPatterns:cassandra.session.paging,IMPLEMENT_NONCLUSTER,parser remap lead
