guard_id,guard_type,compatibility,parser_package,parser_support_udr,manifest_profile_class,probe_owner,positive_probe,expected_positive_token,foreign_probe_policy,known_family_overlap,source_boundary,expected_runtime_behavior,test_destination,proof_kind,status,notes
FPR-P5-MANIFEST-024,manifest_standalone,immudb,project/src/parsers/compatibility/immudb,project/src/udr/sbu_immudb_parser_support,compatibility_emulation,immudb,not_applicable,not_applicable,manifest_parser_cross_dialect_dependency_false,none,manifest_declares_no_cross_dialect_dependency,manifest profile and package paths are concrete and standalone,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,manifest_policy,p5_dialect_isolation_verified,Compatibility parser package is standalone and does not require another compatibility parser.
FPR-P5-MANIFEST-025,manifest_standalone,xtdb,project/src/parsers/compatibility/xtdb,project/src/udr/sbu_xtdb_parser_support,compatibility_emulation,xtdb,not_applicable,not_applicable,manifest_parser_cross_dialect_dependency_false,none,manifest_declares_no_cross_dialect_dependency,manifest profile and package paths are concrete and standalone,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,manifest_policy,p5_dialect_isolation_verified,Compatibility parser package is standalone and does not require another compatibility parser.
FPR-P5-SOURCE-PARSER-001,source_parser_boundary,firebird,project/src/parsers/compatibility/firebird,project/src/udr/sbu_firebird_parser_support,compatibility_emulation,firebird,not_applicable,not_applicable,parser_source_has_no_foreign_compatibility_or_sbsql_tokens,none,parser_source_root,source scan rejects foreign compatibility dispatch and SBsql syntax leakage,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser source is limited to its own compatibility surface and shared compatibility infrastructure.
FPR-P5-SOURCE-PARSER-002,source_parser_boundary,postgresql,project/src/parsers/compatibility/postgresql,project/src/udr/sbu_postgresql_parser_support,compatibility_emulation,postgresql,not_applicable,not_applicable,parser_source_has_no_foreign_compatibility_or_sbsql_tokens,none,parser_source_root,source scan rejects foreign compatibility dispatch and SBsql syntax leakage,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser source is limited to its own compatibility surface and shared compatibility infrastructure.
FPR-P5-SOURCE-PARSER-003,source_parser_boundary,mysql,project/src/parsers/compatibility/mysql,project/src/udr/sbu_mysql_parser_support,compatibility_emulation,mysql,not_applicable,not_applicable,parser_source_has_no_foreign_compatibility_or_sbsql_tokens,none,parser_source_root,source scan rejects foreign compatibility dispatch and SBsql syntax leakage,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser source is limited to its own compatibility surface and shared compatibility infrastructure.
FPR-P5-SOURCE-PARSER-004,source_parser_boundary,sqlite,project/src/parsers/compatibility/sqlite,project/src/udr/sbu_sqlite_parser_support,compatibility_emulation,sqlite,not_applicable,not_applicable,parser_source_has_no_foreign_compatibility_or_sbsql_tokens,none,parser_source_root,source scan rejects foreign compatibility dispatch and SBsql syntax leakage,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser source is limited to its own compatibility surface and shared compatibility infrastructure.
FPR-P5-SOURCE-PARSER-005,source_parser_boundary,mariadb,project/src/parsers/compatibility/mariadb,project/src/udr/sbu_mariadb_parser_support,compatibility_emulation,mariadb,not_applicable,not_applicable,parser_source_has_no_foreign_compatibility_or_sbsql_tokens,none,parser_source_root,source scan rejects foreign compatibility dispatch and SBsql syntax leakage,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser source is limited to its own compatibility surface and shared compatibility infrastructure.
FPR-P5-SOURCE-PARSER-006,source_parser_boundary,duckdb,project/src/parsers/compatibility/duckdb,project/src/udr/sbu_duckdb_parser_support,compatibility_emulation,duckdb,not_applicable,not_applicable,parser_source_has_no_foreign_compatibility_or_sbsql_tokens,none,parser_source_root,source scan rejects foreign compatibility dispatch and SBsql syntax leakage,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser source is limited to its own compatibility surface and shared compatibility infrastructure.
FPR-P5-SOURCE-PARSER-007,source_parser_boundary,clickhouse,project/src/parsers/compatibility/clickhouse,project/src/udr/sbu_clickhouse_parser_support,compatibility_emulation,clickhouse,not_applicable,not_applicable,parser_source_has_no_foreign_compatibility_or_sbsql_tokens,none,parser_source_root,source scan rejects foreign compatibility dispatch and SBsql syntax leakage,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser source is limited to its own compatibility surface and shared compatibility infrastructure.
FPR-P5-SOURCE-PARSER-008,source_parser_boundary,tidb,project/src/parsers/compatibility/tidb,project/src/udr/sbu_tidb_parser_support,compatibility_emulation,tidb,not_applicable,not_applicable,parser_source_has_no_foreign_compatibility_or_sbsql_tokens,none,parser_source_root,source scan rejects foreign compatibility dispatch and SBsql syntax leakage,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser source is limited to its own compatibility surface and shared compatibility infrastructure.
FPR-P5-SOURCE-PARSER-009,source_parser_boundary,vitess,project/src/parsers/compatibility/vitess,project/src/udr/sbu_vitess_parser_support,compatibility_emulation,vitess,not_applicable,not_applicable,parser_source_has_no_foreign_compatibility_or_sbsql_tokens,none,parser_source_root,source scan rejects foreign compatibility dispatch and SBsql syntax leakage,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser source is limited to its own compatibility surface and shared compatibility infrastructure.
FPR-P5-SOURCE-PARSER-010,source_parser_boundary,cockroachdb,project/src/parsers/compatibility/cockroachdb,project/src/udr/sbu_cockroachdb_parser_support,compatibility_emulation,cockroachdb,not_applicable,not_applicable,parser_source_has_no_foreign_compatibility_or_sbsql_tokens,none,parser_source_root,source scan rejects foreign compatibility dispatch and SBsql syntax leakage,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser source is limited to its own compatibility surface and shared compatibility infrastructure.
FPR-P5-SOURCE-PARSER-011,source_parser_boundary,yugabytedb,project/src/parsers/compatibility/yugabytedb,project/src/udr/sbu_yugabytedb_parser_support,compatibility_emulation,yugabytedb,not_applicable,not_applicable,parser_source_has_no_foreign_compatibility_or_sbsql_tokens,none,parser_source_root,source scan rejects foreign compatibility dispatch and SBsql syntax leakage,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser source is limited to its own compatibility surface and shared compatibility infrastructure.
FPR-P5-SOURCE-PARSER-012,source_parser_boundary,cassandra,project/src/parsers/compatibility/cassandra,project/src/udr/sbu_cassandra_parser_support,compatibility_emulation,cassandra,not_applicable,not_applicable,parser_source_has_no_foreign_compatibility_or_sbsql_tokens,none,parser_source_root,source scan rejects foreign compatibility dispatch and SBsql syntax leakage,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser source is limited to its own compatibility surface and shared compatibility infrastructure.
FPR-P5-SOURCE-PARSER-013,source_parser_boundary,mongodb,project/src/parsers/compatibility/mongodb,project/src/udr/sbu_mongodb_parser_support,compatibility_emulation,mongodb,not_applicable,not_applicable,parser_source_has_no_foreign_compatibility_or_sbsql_tokens,none,parser_source_root,source scan rejects foreign compatibility dispatch and SBsql syntax leakage,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser source is limited to its own compatibility surface and shared compatibility infrastructure.
FPR-P5-SOURCE-PARSER-014,source_parser_boundary,redis,project/src/parsers/compatibility/redis,project/src/udr/sbu_redis_parser_support,compatibility_emulation,redis,not_applicable,not_applicable,parser_source_has_no_foreign_compatibility_or_sbsql_tokens,none,parser_source_root,source scan rejects foreign compatibility dispatch and SBsql syntax leakage,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser source is limited to its own compatibility surface and shared compatibility infrastructure.
FPR-P5-SOURCE-PARSER-015,source_parser_boundary,opensearch_sql_ppl,project/src/parsers/compatibility/opensearch_sql_ppl,project/src/udr/sbu_opensearch_sql_ppl_parser_support,compatibility_emulation,opensearch_sql_ppl,not_applicable,not_applicable,parser_source_has_no_foreign_compatibility_or_sbsql_tokens,none,parser_source_root,source scan rejects foreign compatibility dispatch and SBsql syntax leakage,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser source is limited to its own compatibility surface and shared compatibility infrastructure.
FPR-P5-SOURCE-PARSER-016,source_parser_boundary,opensearch,project/src/parsers/compatibility/opensearch,project/src/udr/sbu_opensearch_parser_support,compatibility_emulation,opensearch,not_applicable,not_applicable,parser_source_has_no_foreign_compatibility_or_sbsql_tokens,none,parser_source_root,source scan rejects foreign compatibility dispatch and SBsql syntax leakage,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser source is limited to its own compatibility surface and shared compatibility infrastructure.
FPR-P5-SOURCE-PARSER-017,source_parser_boundary,neo4j,project/src/parsers/compatibility/neo4j,project/src/udr/sbu_neo4j_parser_support,compatibility_emulation,neo4j,not_applicable,not_applicable,parser_source_has_no_foreign_compatibility_or_sbsql_tokens,none,parser_source_root,source scan rejects foreign compatibility dispatch and SBsql syntax leakage,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser source is limited to its own compatibility surface and shared compatibility infrastructure.
FPR-P5-SOURCE-PARSER-018,source_parser_boundary,influxdb,project/src/parsers/compatibility/influxdb,project/src/udr/sbu_influxdb_parser_support,compatibility_emulation,influxdb,not_applicable,not_applicable,parser_source_has_no_foreign_compatibility_or_sbsql_tokens,none,parser_source_root,source scan rejects foreign compatibility dispatch and SBsql syntax leakage,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser source is limited to its own compatibility surface and shared compatibility infrastructure.
FPR-P5-SOURCE-PARSER-019,source_parser_boundary,milvus,project/src/parsers/compatibility/milvus,project/src/udr/sbu_milvus_parser_support,compatibility_emulation,milvus,not_applicable,not_applicable,parser_source_has_no_foreign_compatibility_or_sbsql_tokens,none,parser_source_root,source scan rejects foreign compatibility dispatch and SBsql syntax leakage,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser source is limited to its own compatibility surface and shared compatibility infrastructure.
FPR-P5-SOURCE-PARSER-020,source_parser_boundary,dolt,project/src/parsers/compatibility/dolt,project/src/udr/sbu_dolt_parser_support,compatibility_emulation,dolt,not_applicable,not_applicable,parser_source_has_no_foreign_compatibility_or_sbsql_tokens,none,parser_source_root,source scan rejects foreign compatibility dispatch and SBsql syntax leakage,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser source is limited to its own compatibility surface and shared compatibility infrastructure.
FPR-P5-SOURCE-PARSER-021,source_parser_boundary,apache_ignite,project/src/parsers/compatibility/apache_ignite,project/src/udr/sbu_apache_ignite_parser_support,compatibility_emulation,apache_ignite,not_applicable,not_applicable,parser_source_has_no_foreign_compatibility_or_sbsql_tokens,none,parser_source_root,source scan rejects foreign compatibility dispatch and SBsql syntax leakage,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser source is limited to its own compatibility surface and shared compatibility infrastructure.
FPR-P5-SOURCE-PARSER-022,source_parser_boundary,tikv,project/src/parsers/compatibility/tikv,project/src/udr/sbu_tikv_parser_support,compatibility_emulation,tikv,not_applicable,not_applicable,parser_source_has_no_foreign_compatibility_or_sbsql_tokens,none,parser_source_root,source scan rejects foreign compatibility dispatch and SBsql syntax leakage,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser source is limited to its own compatibility surface and shared compatibility infrastructure.
FPR-P5-SOURCE-PARSER-023,source_parser_boundary,foundationdb,project/src/parsers/compatibility/foundationdb,project/src/udr/sbu_foundationdb_parser_support,compatibility_emulation,foundationdb,not_applicable,not_applicable,parser_source_has_no_foreign_compatibility_or_sbsql_tokens,none,parser_source_root,source scan rejects foreign compatibility dispatch and SBsql syntax leakage,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser source is limited to its own compatibility surface and shared compatibility infrastructure.
FPR-P5-SOURCE-PARSER-024,source_parser_boundary,immudb,project/src/parsers/compatibility/immudb,project/src/udr/sbu_immudb_parser_support,compatibility_emulation,immudb,not_applicable,not_applicable,parser_source_has_no_foreign_compatibility_or_sbsql_tokens,none,parser_source_root,source scan rejects foreign compatibility dispatch and SBsql syntax leakage,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser source is limited to its own compatibility surface and shared compatibility infrastructure.
FPR-P5-SOURCE-PARSER-025,source_parser_boundary,xtdb,project/src/parsers/compatibility/xtdb,project/src/udr/sbu_xtdb_parser_support,compatibility_emulation,xtdb,not_applicable,not_applicable,parser_source_has_no_foreign_compatibility_or_sbsql_tokens,none,parser_source_root,source scan rejects foreign compatibility dispatch and SBsql syntax leakage,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser source is limited to its own compatibility surface and shared compatibility infrastructure.
FPR-P5-SOURCE-UDR-001,source_udr_boundary,firebird,project/src/parsers/compatibility/firebird,project/src/udr/sbu_firebird_parser_support,compatibility_emulation,firebird,not_applicable,not_applicable,parser_support_udr_source_has_no_foreign_compatibility_dispatch,none,parser_support_udr_source_root,source scan rejects parser-support UDR cross-compatibility dispatch,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser-support UDR source exposes only the intended compatibility support route.
FPR-P5-SOURCE-UDR-002,source_udr_boundary,postgresql,project/src/parsers/compatibility/postgresql,project/src/udr/sbu_postgresql_parser_support,compatibility_emulation,postgresql,not_applicable,not_applicable,parser_support_udr_source_has_no_foreign_compatibility_dispatch,none,parser_support_udr_source_root,source scan rejects parser-support UDR cross-compatibility dispatch,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser-support UDR source exposes only the intended compatibility support route.
FPR-P5-SOURCE-UDR-003,source_udr_boundary,mysql,project/src/parsers/compatibility/mysql,project/src/udr/sbu_mysql_parser_support,compatibility_emulation,mysql,not_applicable,not_applicable,parser_support_udr_source_has_no_foreign_compatibility_dispatch,none,parser_support_udr_source_root,source scan rejects parser-support UDR cross-compatibility dispatch,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser-support UDR source exposes only the intended compatibility support route.
FPR-P5-SOURCE-UDR-004,source_udr_boundary,sqlite,project/src/parsers/compatibility/sqlite,project/src/udr/sbu_sqlite_parser_support,compatibility_emulation,sqlite,not_applicable,not_applicable,parser_support_udr_source_has_no_foreign_compatibility_dispatch,none,parser_support_udr_source_root,source scan rejects parser-support UDR cross-compatibility dispatch,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser-support UDR source exposes only the intended compatibility support route.
FPR-P5-SOURCE-UDR-005,source_udr_boundary,mariadb,project/src/parsers/compatibility/mariadb,project/src/udr/sbu_mariadb_parser_support,compatibility_emulation,mariadb,not_applicable,not_applicable,parser_support_udr_source_has_no_foreign_compatibility_dispatch,none,parser_support_udr_source_root,source scan rejects parser-support UDR cross-compatibility dispatch,project/tests/compatibility_sql_parser_first_tranche/parser_dialect_isolation_guard.py,source_boundary_scan,p5_dialect_isolation_verified,Parser-support UDR source exposes only the intended compatibility support route.
