refusal_id,declared_row_id,declared_row_ordinal,compatibility,parser_package,refusal_surface,classification,source_search_key,anchor_family,old_reason,implementation_route,final_reason,message_vector,diagnostic_code,runtime_disposition,final_sblr,provider_policy,parser_authority_policy,compatibility_authority_policy,mga_authority_policy,sample_input_or_source_anchor,test_destination,proof_kind,status,notes
FPR-P4-REFUSAL-00086,FPR-P3-DECLARED-00499,499,duckdb,project/src/parsers/compatibility/duckdb,source_marker:unsupported,ARCHITECTURE_REFUSAL,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#marker:unsupported,marker,source_marker_requires_review,source_marker_requires_review,compatibility_surface_conflicts_with_parser_or_single_node_engine_authority_exact_fail_closed,DUCKDB.PARSE.UNSUPPORTED_SURFACE,DUCKDB.PARSE.UNSUPPORTED_SURFACE,exact_fail_closed_refusal,sblr.refusal.duckdb.source_marker_unsupported.cad8b7d3aa,no_provider_or_compatibility_execution_for_exact_refusal,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,project/src/parsers/compatibility/duckdb/duckdb_dialect.cpp#marker:unsupported,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,source_anchor_message_vector,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00087,FPR-P3-DECLARED-00516,516,firebird,project/src/parsers/compatibility/firebird,firebird.emulated.database_file_management,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#FirebirdMappingStorage:firebird.emulated.database_file_management,FirebirdMappingStorage,kEmulatedNonFileDiagnostic;command_family=database_file_emulation;operation_id=none;sblr=none;engine_api=none;diagnostic=FIREBIRD.EMULATION.NON_FILE_SURFACE,kEmulatedNonFileDiagnostic;command_family=database_file_emulation;operation_id=none;sblr=none;engine_api=none;diagnostic=FIREBIRD.EMULATION.NON_FILE_SURFACE,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,FIREBIRD.EMULATION.NON_FILE_SURFACE,FIREBIRD.EMULATION.NON_FILE_SURFACE,fail_closed_external_authority,sblr.external.firebird.firebird_emulated_database_file_management.9489416312,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#FirebirdMappingStorage:firebird.emulated.database_file_management,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,source_anchor_message_vector,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00088,FPR-P3-DECLARED-00517,517,firebird,project/src/parsers/compatibility/firebird,firebird.emulated.shadow_storage,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#FirebirdMappingStorage:firebird.emulated.shadow_storage,FirebirdMappingStorage,kEmulatedNonFileDiagnostic;command_family=shadow_file_emulation;operation_id=none;sblr=none;engine_api=none;diagnostic=FIREBIRD.EMULATION.NON_FILE_SURFACE,kEmulatedNonFileDiagnostic;command_family=shadow_file_emulation;operation_id=none;sblr=none;engine_api=none;diagnostic=FIREBIRD.EMULATION.NON_FILE_SURFACE,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,FIREBIRD.EMULATION.NON_FILE_SURFACE,FIREBIRD.EMULATION.NON_FILE_SURFACE,fail_closed_external_authority,sblr.external.firebird.firebird_emulated_shadow_storage.4dd50b2b00,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#FirebirdMappingStorage:firebird.emulated.shadow_storage,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,source_anchor_message_vector,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00089,FPR-P3-DECLARED-00518,518,firebird,project/src/parsers/compatibility/firebird,firebird.emulated.backup_restore,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#FirebirdMappingStorage:firebird.emulated.backup_restore,FirebirdMappingStorage,kEmulatedNonFileDiagnostic;command_family=backup_restore_file_emulation;operation_id=none;sblr=none;engine_api=none;diagnostic=FIREBIRD.EMULATION.NON_FILE_SURFACE,kEmulatedNonFileDiagnostic;command_family=backup_restore_file_emulation;operation_id=none;sblr=none;engine_api=none;diagnostic=FIREBIRD.EMULATION.NON_FILE_SURFACE,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,FIREBIRD.EMULATION.NON_FILE_SURFACE,FIREBIRD.EMULATION.NON_FILE_SURFACE,fail_closed_external_authority,sblr.external.firebird.firebird_emulated_backup_restore.60fbed1e22,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#FirebirdMappingStorage:firebird.emulated.backup_restore,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,source_anchor_message_vector,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00090,FPR-P3-DECLARED-00519,519,firebird,project/src/parsers/compatibility/firebird,firebird.emulated.external_plugin,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#FirebirdMappingStorage:firebird.emulated.external_plugin,FirebirdMappingStorage,kEmulatedNonFileDiagnostic;command_family=external_plugin_emulation;operation_id=none;sblr=none;engine_api=none;diagnostic=FIREBIRD.EMULATION.NON_FILE_SURFACE,kEmulatedNonFileDiagnostic;command_family=external_plugin_emulation;operation_id=none;sblr=none;engine_api=none;diagnostic=FIREBIRD.EMULATION.NON_FILE_SURFACE,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,FIREBIRD.EMULATION.NON_FILE_SURFACE,FIREBIRD.EMULATION.NON_FILE_SURFACE,fail_closed_external_authority,sblr.external.firebird.firebird_emulated_external_plugin.5b4cb9de22,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#FirebirdMappingStorage:firebird.emulated.external_plugin,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,source_anchor_message_vector,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00091,FPR-P3-DECLARED-00520,520,firebird,project/src/parsers/compatibility/firebird,firebird.emulated.service_api,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#FirebirdMappingStorage:firebird.emulated.service_api,FirebirdMappingStorage,kEmulatedNonFileDiagnostic;command_family=service_tool_emulation;operation_id=none;sblr=none;engine_api=none;diagnostic=FIREBIRD.EMULATION.NON_FILE_SURFACE,kEmulatedNonFileDiagnostic;command_family=service_tool_emulation;operation_id=none;sblr=none;engine_api=none;diagnostic=FIREBIRD.EMULATION.NON_FILE_SURFACE,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,FIREBIRD.EMULATION.NON_FILE_SURFACE,FIREBIRD.EMULATION.NON_FILE_SURFACE,fail_closed_external_authority,sblr.external.firebird.firebird_emulated_service_api.b963379f2a,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#FirebirdMappingStorage:firebird.emulated.service_api,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,source_anchor_message_vector,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00092,FPR-P3-DECLARED-00522,522,firebird,project/src/parsers/compatibility/firebird,firebird.emulated.shadow_raw_storage,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyNonFileOperation:firebird.emulated.shadow_raw_storage,ClassifyNonFileOperation,non_file_operation;classifier=ClassifyNonFileOperation,non_file_operation;classifier=ClassifyNonFileOperation,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,FIREBIRD.EMULATION.NON_FILE_SURFACE,FIREBIRD.EMULATION.NON_FILE_SURFACE,fail_closed_external_authority,sblr.external.firebird.firebird_emulated_shadow_raw_storage.bd8eabe539,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyNonFileOperation:firebird.emulated.shadow_raw_storage,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,source_anchor_message_vector,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00093,FPR-P3-DECLARED-00523,523,firebird,project/src/parsers/compatibility/firebird,firebird.emulated.database_lifecycle,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyNonFileOperation:firebird.emulated.database_lifecycle,ClassifyNonFileOperation,non_file_operation;classifier=ClassifyNonFileOperation,non_file_operation;classifier=ClassifyNonFileOperation,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,FIREBIRD.EMULATION.NON_FILE_SURFACE,FIREBIRD.EMULATION.NON_FILE_SURFACE,fail_closed_external_authority,sblr.external.firebird.firebird_emulated_database_lifecycle.6d8c8e037e,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyNonFileOperation:firebird.emulated.database_lifecycle,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,source_anchor_message_vector,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00094,FPR-P3-DECLARED-00524,524,firebird,project/src/parsers/compatibility/firebird,firebird.emulated.shadow_storage,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyNonFileOperation:firebird.emulated.shadow_storage,ClassifyNonFileOperation,non_file_operation;classifier=ClassifyNonFileOperation,non_file_operation;classifier=ClassifyNonFileOperation,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,FIREBIRD.EMULATION.NON_FILE_SURFACE,FIREBIRD.EMULATION.NON_FILE_SURFACE,fail_closed_external_authority,sblr.external.firebird.firebird_emulated_shadow_storage.4ee29cb697,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyNonFileOperation:firebird.emulated.shadow_storage,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,source_anchor_message_vector,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00095,FPR-P3-DECLARED-00525,525,firebird,project/src/parsers/compatibility/firebird,firebird.emulated.external_table_authority,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyNonFileOperation:firebird.emulated.external_table_authority,ClassifyNonFileOperation,non_file_operation;classifier=ClassifyNonFileOperation,non_file_operation;classifier=ClassifyNonFileOperation,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,FIREBIRD.EMULATION.NON_FILE_SURFACE,FIREBIRD.EMULATION.NON_FILE_SURFACE,fail_closed_external_authority,sblr.external.firebird.firebird_emulated_external_table_authority.42a87721be,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyNonFileOperation:firebird.emulated.external_table_authority,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,source_anchor_message_vector,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00096,FPR-P3-DECLARED-00526,526,firebird,project/src/parsers/compatibility/firebird,firebird.emulated.plugin_external_engine,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyNonFileOperation:firebird.emulated.plugin_external_engine,ClassifyNonFileOperation,non_file_operation;classifier=ClassifyNonFileOperation,non_file_operation;classifier=ClassifyNonFileOperation,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,FIREBIRD.EMULATION.NON_FILE_SURFACE,FIREBIRD.EMULATION.NON_FILE_SURFACE,fail_closed_external_authority,sblr.external.firebird.firebird_emulated_plugin_external_engine.392ac81a37,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyNonFileOperation:firebird.emulated.plugin_external_engine,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,source_anchor_message_vector,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00097,FPR-P3-DECLARED-00527,527,firebird,project/src/parsers/compatibility/firebird,firebird.emulated.security_projection,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyNonFileOperation:firebird.emulated.security_projection,ClassifyNonFileOperation,non_file_operation;classifier=ClassifyNonFileOperation,non_file_operation;classifier=ClassifyNonFileOperation,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,FIREBIRD.EMULATION.NON_FILE_SURFACE,FIREBIRD.EMULATION.NON_FILE_SURFACE,fail_closed_external_authority,sblr.external.firebird.firebird_emulated_security_projection.e98c549f05,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyNonFileOperation:firebird.emulated.security_projection,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,source_anchor_message_vector,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00098,FPR-P3-DECLARED-00529,529,firebird,project/src/parsers/compatibility/firebird,firebird.emulated.backup_restore,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyNonFileOperation:firebird.emulated.backup_restore,ClassifyNonFileOperation,non_file_operation;classifier=ClassifyNonFileOperation,non_file_operation;classifier=ClassifyNonFileOperation,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,FIREBIRD.EMULATION.NON_FILE_SURFACE,FIREBIRD.EMULATION.NON_FILE_SURFACE,fail_closed_external_authority,sblr.external.firebird.firebird_emulated_backup_restore.f1e7af32dc,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyNonFileOperation:firebird.emulated.backup_restore,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,source_anchor_message_vector,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00099,FPR-P3-DECLARED-00530,530,firebird,project/src/parsers/compatibility/firebird,firebird.emulated.incremental_backup,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyNonFileOperation:firebird.emulated.incremental_backup,ClassifyNonFileOperation,non_file_operation;classifier=ClassifyNonFileOperation,non_file_operation;classifier=ClassifyNonFileOperation,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,FIREBIRD.EMULATION.NON_FILE_SURFACE,FIREBIRD.EMULATION.NON_FILE_SURFACE,fail_closed_external_authority,sblr.external.firebird.firebird_emulated_incremental_backup.ea583fdd2e,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyNonFileOperation:firebird.emulated.incremental_backup,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,source_anchor_message_vector,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00100,FPR-P3-DECLARED-00531,531,firebird,project/src/parsers/compatibility/firebird,firebird.emulated.validation_repair_sweep,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyNonFileOperation:firebird.emulated.validation_repair_sweep,ClassifyNonFileOperation,non_file_operation;classifier=ClassifyNonFileOperation,non_file_operation;classifier=ClassifyNonFileOperation,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,FIREBIRD.EMULATION.NON_FILE_SURFACE,FIREBIRD.EMULATION.NON_FILE_SURFACE,fail_closed_external_authority,sblr.external.firebird.firebird_emulated_validation_repair_sweep.3ffe164986,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyNonFileOperation:firebird.emulated.validation_repair_sweep,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,source_anchor_message_vector,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00101,FPR-P3-DECLARED-00532,532,firebird,project/src/parsers/compatibility/firebird,firebird.emulated.trace_monitoring,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyNonFileOperation:firebird.emulated.trace_monitoring,ClassifyNonFileOperation,non_file_operation;classifier=ClassifyNonFileOperation,non_file_operation;classifier=ClassifyNonFileOperation,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,FIREBIRD.EMULATION.NON_FILE_SURFACE,FIREBIRD.EMULATION.NON_FILE_SURFACE,fail_closed_external_authority,sblr.external.firebird.firebird_emulated_trace_monitoring.61718e9c18,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyNonFileOperation:firebird.emulated.trace_monitoring,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,source_anchor_message_vector,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00102,FPR-P3-DECLARED-00533,533,firebird,project/src/parsers/compatibility/firebird,firebird.emulated.service_api,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyNonFileOperation:firebird.emulated.service_api,ClassifyNonFileOperation,non_file_operation;classifier=ClassifyNonFileOperation,non_file_operation;classifier=ClassifyNonFileOperation,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,FIREBIRD.EMULATION.NON_FILE_SURFACE,FIREBIRD.EMULATION.NON_FILE_SURFACE,fail_closed_external_authority,sblr.external.firebird.firebird_emulated_service_api.f38e2d5585,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyNonFileOperation:firebird.emulated.service_api,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,source_anchor_message_vector,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00103,FPR-P3-DECLARED-00534,534,firebird,project/src/parsers/compatibility/firebird,firebird.emulated.reference_native_tool,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyNonFileOperation:firebird.emulated.reference_native_tool,ClassifyNonFileOperation,non_file_operation;classifier=ClassifyNonFileOperation,non_file_operation;classifier=ClassifyNonFileOperation,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,FIREBIRD.EMULATION.NON_FILE_SURFACE,FIREBIRD.EMULATION.NON_FILE_SURFACE,fail_closed_external_authority,sblr.external.firebird.firebird_emulated_compatibility_native_tool.bd38691836,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyNonFileOperation:firebird.emulated.reference_native_tool,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,source_anchor_message_vector,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
FPR-P4-REFUSAL-00104,FPR-P3-DECLARED-00582,582,firebird,project/src/parsers/compatibility/firebird,firebird.isql.noop,EXTERNAL_AUTHORITY,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyIsqlOperation:firebird.isql.noop,ClassifyIsqlOperation,isql_operation;classifier=ClassifyIsqlOperation,isql_operation;classifier=ClassifyIsqlOperation,external_files_connectors_tools_or_provider_authority_require_trusted_engine_operator_boundary_fail_closed,FIREBIRD.ISQL.EMULATION_ROUTE,FIREBIRD.ISQL.EMULATION_ROUTE,fail_closed_external_authority,sblr.external.firebird.firebird_isql_noop.7970a2c5d1,no_local_or_provider_execution_without_trusted_engine_admission,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,project/src/parsers/compatibility/firebird/firebird_dialect.cpp#ClassifyIsqlOperation:firebird.isql.noop,project/tests/compatibility_sql_parser_first_tranche/parser_refusal_reduction_gate.py,source_anchor_message_vector,p4_refusal_reduction_verified,row_preserves_compatibility_compatible_refusal_or_external_authority_fail_closed_boundary_with_runtime_or_source_anchor_proof
