declared_row_id,declared_row_ordinal,parser_package,declared_surface,classification,source_search_key,current_route,final_route,final_sblr,runtime_disposition,runtime_evidence_policy,refusal_policy,parser_authority_policy,compatibility_authority_policy,mga_authority_policy,source_guard,joined_remap_id,proof_gate,status,notes
FPR-P3-DECLARED-00011,11,project/src/parsers/compatibility/apache_ignite,apache_ignite.cache.remove,PARSER_REMAP_ONLY,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kPatterns:apache_ignite.cache.remove,kAdmittedSblr;match=CACHE REMOVE;mapping=apache_ignite.cache.remove;sblr=SBLR_COMPAT_APACHE_IGNITE_CACHE_REMOVE;engine_api=EngineCacheRemove;diagnostic=none,mapped_to_parser_remap_sblr_execution_proof,sblr.noncluster.compatibility_specific_noncluster_control.apache_ignite.apache_ignite_cache_remove.d01bc1077d,admitted_sblr_or_parser_support_route,SBLRExecutionEnvelope.v3_with_CST_AST_BoundAST_evidence,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,FPR-P1-NONCLUSTER-00005,parser_remap_noncluster_function_gate,p3_noncluster_declared_route_joined_to_fpr_p1,non-cluster declared row joins FPR-P1 SBLR proof;parser emits SBLR only and engine owns execution/finality
FPR-P3-DECLARED-00012,12,project/src/parsers/compatibility/apache_ignite,apache_ignite.cache.scan,IMPLEMENT_NONCLUSTER,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kPatterns:apache_ignite.cache.scan,kParserSupportUdr;match=SCAN;mapping=apache_ignite.udr.cache.scan;sblr=SBLR_COMPAT_APACHE_IGNITE_SCAN_ROUTE;engine_api=ParserSupportScanRoute;diagnostic=APACHE_IGNITE.EMULATION.SCAN_ROUTE,mapped_to_engine_owned_sblr_execution_proof,sblr.noncluster.compatibility_specific_noncluster_control.apache_ignite.apache_ignite_cache_scan.532a2696ac,admitted_sblr_or_parser_support_route,SBLRExecutionEnvelope.v3_with_CST_AST_BoundAST_evidence,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,FPR-P1-NONCLUSTER-00006,parser_remap_noncluster_function_gate,p3_noncluster_declared_route_joined_to_fpr_p1,non-cluster declared row joins FPR-P1 SBLR proof;parser emits SBLR only and engine owns execution/finality
FPR-P3-DECLARED-00013,13,project/src/parsers/compatibility/apache_ignite,apache_ignite.cache.continuous_query,IMPLEMENT_NONCLUSTER,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kPatterns:apache_ignite.cache.continuous_query,kParserSupportUdr;match=CONTINUOUS QUERY;mapping=apache_ignite.udr.continuous_query;sblr=SBLR_COMPAT_APACHE_IGNITE_CONTINUOUS_QUERY_ROUTE;engine_api=ParserSupportContinuousQueryRoute;diagnostic=APACHE_IGNITE.EMULATION.CONTINUOUS_QUERY_ROUTE,mapped_to_engine_owned_sblr_execution_proof,sblr.noncluster.compatibility_specific_noncluster_control.apache_ignite.apache_ignite_cache_continuous_query.88d6fd73b3,admitted_sblr_or_parser_support_route,SBLRExecutionEnvelope.v3_with_CST_AST_BoundAST_evidence,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,FPR-P1-NONCLUSTER-00007,parser_remap_noncluster_function_gate,p3_noncluster_declared_route_joined_to_fpr_p1,non-cluster declared row joins FPR-P1 SBLR proof;parser emits SBLR only and engine owns execution/finality
FPR-P3-DECLARED-00014,14,project/src/parsers/compatibility/apache_ignite,apache_ignite.ddl.create_table,PARSER_REMAP_ONLY,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kPatterns:apache_ignite.ddl.create_table,kAdmittedSblr;match=CREATE TABLE;mapping=apache_ignite.ddl.create_table;sblr=SBLR_COMPAT_APACHE_IGNITE_DDL_ROUTE;engine_api=EngineDdlCreate;diagnostic=none,mapped_to_parser_remap_sblr_execution_proof,sblr.noncluster.compatibility_specific_noncluster_control.apache_ignite.apache_ignite_ddl_create_table.c9d41d79e5,admitted_sblr_or_parser_support_route,SBLRExecutionEnvelope.v3_with_CST_AST_BoundAST_evidence,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,FPR-P1-NONCLUSTER-00008,parser_remap_noncluster_function_gate,p3_noncluster_declared_route_joined_to_fpr_p1,non-cluster declared row joins FPR-P1 SBLR proof;parser emits SBLR only and engine owns execution/finality
FPR-P3-DECLARED-00015,15,project/src/parsers/compatibility/apache_ignite,apache_ignite.ddl.create_index,PARSER_REMAP_ONLY,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kPatterns:apache_ignite.ddl.create_index,kAdmittedSblr;match=CREATE INDEX;mapping=apache_ignite.ddl.create_index;sblr=SBLR_COMPAT_APACHE_IGNITE_DDL_ROUTE;engine_api=EngineDdlCreate;diagnostic=none,mapped_to_parser_remap_sblr_execution_proof,sblr.noncluster.compatibility_specific_noncluster_control.apache_ignite.apache_ignite_ddl_create_index.0cb6f633b9,admitted_sblr_or_parser_support_route,SBLRExecutionEnvelope.v3_with_CST_AST_BoundAST_evidence,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,FPR-P1-NONCLUSTER-00009,parser_remap_noncluster_function_gate,p3_noncluster_declared_route_joined_to_fpr_p1,non-cluster declared row joins FPR-P1 SBLR proof;parser emits SBLR only and engine owns execution/finality
FPR-P3-DECLARED-00016,16,project/src/parsers/compatibility/apache_ignite,apache_ignite.ddl.drop_table,PARSER_REMAP_ONLY,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kPatterns:apache_ignite.ddl.drop_table,kAdmittedSblr;match=DROP TABLE;mapping=apache_ignite.ddl.drop_table;sblr=SBLR_COMPAT_APACHE_IGNITE_DDL_ROUTE;engine_api=EngineDdlDrop;diagnostic=none,mapped_to_parser_remap_sblr_execution_proof,sblr.noncluster.compatibility_specific_noncluster_control.apache_ignite.apache_ignite_ddl_drop_table.59316a6a61,admitted_sblr_or_parser_support_route,SBLRExecutionEnvelope.v3_with_CST_AST_BoundAST_evidence,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,FPR-P1-NONCLUSTER-00010,parser_remap_noncluster_function_gate,p3_noncluster_declared_route_joined_to_fpr_p1,non-cluster declared row joins FPR-P1 SBLR proof;parser emits SBLR only and engine owns execution/finality
FPR-P3-DECLARED-00017,17,project/src/parsers/compatibility/apache_ignite,apache_ignite.ddl.drop_index,PARSER_REMAP_ONLY,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kPatterns:apache_ignite.ddl.drop_index,kAdmittedSblr;match=DROP INDEX;mapping=apache_ignite.ddl.drop_index;sblr=SBLR_COMPAT_APACHE_IGNITE_DDL_ROUTE;engine_api=EngineDdlDrop;diagnostic=none,mapped_to_parser_remap_sblr_execution_proof,sblr.noncluster.compatibility_specific_noncluster_control.apache_ignite.apache_ignite_ddl_drop_index.18f705d644,admitted_sblr_or_parser_support_route,SBLRExecutionEnvelope.v3_with_CST_AST_BoundAST_evidence,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,FPR-P1-NONCLUSTER-00011,parser_remap_noncluster_function_gate,p3_noncluster_declared_route_joined_to_fpr_p1,non-cluster declared row joins FPR-P1 SBLR proof;parser emits SBLR only and engine owns execution/finality
FPR-P3-DECLARED-00018,18,project/src/parsers/compatibility/apache_ignite,apache_ignite.ddl.alter_table,PARSER_REMAP_ONLY,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kPatterns:apache_ignite.ddl.alter_table,kAdmittedSblr;match=ALTER TABLE;mapping=apache_ignite.ddl.alter_table;sblr=SBLR_COMPAT_APACHE_IGNITE_DDL_ROUTE;engine_api=EngineDdlAlter;diagnostic=none,mapped_to_parser_remap_sblr_execution_proof,sblr.noncluster.compatibility_specific_noncluster_control.apache_ignite.apache_ignite_ddl_alter_table.fc026bd291,admitted_sblr_or_parser_support_route,SBLRExecutionEnvelope.v3_with_CST_AST_BoundAST_evidence,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,FPR-P1-NONCLUSTER-00012,parser_remap_noncluster_function_gate,p3_noncluster_declared_route_joined_to_fpr_p1,non-cluster declared row joins FPR-P1 SBLR proof;parser emits SBLR only and engine owns execution/finality
FPR-P3-DECLARED-00019,19,project/src/parsers/compatibility/apache_ignite,apache_ignite.dml.merge,PARSER_REMAP_ONLY,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kPatterns:apache_ignite.dml.merge,kAdmittedSblr;match=MERGE;mapping=apache_ignite.dml.merge;sblr=SBLR_COMPAT_APACHE_IGNITE_MERGE;engine_api=EngineDmlMerge;diagnostic=none,mapped_to_parser_remap_sblr_execution_proof,sblr.noncluster.compatibility_specific_noncluster_control.apache_ignite.apache_ignite_dml_merge.4dfe010bfd,admitted_sblr_or_parser_support_route,SBLRExecutionEnvelope.v3_with_CST_AST_BoundAST_evidence,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,FPR-P1-NONCLUSTER-00013,parser_remap_noncluster_function_gate,p3_noncluster_declared_route_joined_to_fpr_p1,non-cluster declared row joins FPR-P1 SBLR proof;parser emits SBLR only and engine owns execution/finality
FPR-P3-DECLARED-00020,20,project/src/parsers/compatibility/apache_ignite,apache_ignite.dml.insert,PARSER_REMAP_ONLY,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kPatterns:apache_ignite.dml.insert,kAdmittedSblr;match=INSERT;mapping=apache_ignite.dml.insert;sblr=SBLR_COMPAT_APACHE_IGNITE_INSERT;engine_api=EngineDmlInsert;diagnostic=none,mapped_to_parser_remap_sblr_execution_proof,sblr.noncluster.compatibility_specific_noncluster_control.apache_ignite.apache_ignite_dml_insert.44f046d061,admitted_sblr_or_parser_support_route,SBLRExecutionEnvelope.v3_with_CST_AST_BoundAST_evidence,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,FPR-P1-NONCLUSTER-00014,parser_remap_noncluster_function_gate,p3_noncluster_declared_route_joined_to_fpr_p1,non-cluster declared row joins FPR-P1 SBLR proof;parser emits SBLR only and engine owns execution/finality
FPR-P3-DECLARED-00021,21,project/src/parsers/compatibility/apache_ignite,apache_ignite.dml.update,PARSER_REMAP_ONLY,project/src/parsers/compatibility/apache_ignite/apache_ignite_dialect.cpp#kPatterns:apache_ignite.dml.update,kAdmittedSblr;match=UPDATE;mapping=apache_ignite.dml.update;sblr=SBLR_COMPAT_APACHE_IGNITE_UPDATE;engine_api=EngineDmlUpdate;diagnostic=none,mapped_to_parser_remap_sblr_execution_proof,sblr.noncluster.compatibility_specific_noncluster_control.apache_ignite.apache_ignite_dml_update.d09bec0e6f,admitted_sblr_or_parser_support_route,SBLRExecutionEnvelope.v3_with_CST_AST_BoundAST_evidence,not_refusal;parser_emits_sblr_only;compatibility_execution_storage_transaction_finality_forbidden,parser_may_emit_SBLRExecutionEnvelope_v3_only;parser_execution_storage_transaction_finality_authority_forbidden,compatibility_sql_not_executed;compatibility_storage_authority_false;compatibility_transaction_finality_authority_forbidden,engine_owned_MGA_transaction_finality_only;parser_compatibility_provider_finality_forbidden,declared_source_anchor_verified,FPR-P1-NONCLUSTER-00015,parser_remap_noncluster_function_gate,p3_noncluster_declared_route_joined_to_fpr_p1,non-cluster declared row joins FPR-P1 SBLR proof;parser emits SBLR only and engine owns execution/finality
